LoanAccountBalanceId,SourceId,BalanceDateId,LoanAccountId,ProductId,AccountCurrencyId,AccountStatusId,NumOfTransactions,NetTransactionAmount,NetTransactionAmountSek,AccruedInterest,AccruedInterestSEK,Balance,BalanceSek,LTV,PrecedingId
422004,8,2023-06-15,5,293,49,331,0,0,0,0.0,0.0,3073219.0,3467866418.0,0,339611
504397,8,2023-06-16,5,293,49,331,0,0,0,0.0,0.0,3073219.0,3467866418.0,0,422004
586790,8,2023-06-17,5,293,49,331,0,0,0,0.0,0.0,3073219.0,3467866418.0,0,504397
669183,8,2023-06-18,5,293,49,331,0,0,0,0.0,0.0,3073219.0,3467866418.0,0,586790
751575,8,2023-06-19,5,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669183
1381355,8,2023-11-27,5,293,49,373,0,0,0,0.0,0.0,3002414.0,3387968994.0,0,751575
1563948,8,2024-02-06,5,293,49,373,0,0,0,0.0,0.0,2969601.0,3350942312.0,0,1381355
1788430,8,2024-03-30,5,293,49,373,0,0,0,0.0,0.0,2954556.0,3333965309.0,0,1563948
1893650,8,2024-05-12,5,293,49,331,0,0,0,2046.0,230873709.0,2825662.0,3188519386.0,0,1788430
9939,8,2023-06-04,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,0
92433,8,2023-06-05,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,9939
174826,8,2023-06-06,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,92433
257219,8,2023-06-07,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,174826
339612,8,2023-06-08,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,257219
422005,8,2023-06-15,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,339612
504398,8,2023-06-16,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,422005
586791,8,2023-06-17,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,504398
669184,8,2023-06-18,6,293,49,331,0,0,0,0.0,0.0,3139443.0,3542594573.0,0,586791
751576,8,2023-06-19,6,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669184
1381356,8,2023-11-27,6,293,49,331,0,0,0,0.0,0.0,3117968.0,3518361861.0,0,751576
1563949,8,2024-02-06,6,293,49,331,0,0,0,0.0,0.0,3205747.0,3617413001.0,0,1381356
1788431,8,2024-03-30,6,293,49,331,0,0,0,0.0,0.0,3079314.0,3474744107.0,0,1563949
1893651,8,2024-05-12,6,293,49,373,0,0,0,20159.0,22747718.0,3035851.0,3425699806.0,0,1788431
9940,8,2023-06-04,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,0
92434,8,2023-06-05,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,9940
174827,8,2023-06-06,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,92434
257220,8,2023-06-07,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,174827
339613,8,2023-06-08,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,257220
422006,8,2023-06-15,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,339613
504399,8,2023-06-16,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,422006
586792,8,2023-06-17,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,504399
669185,8,2023-06-18,7,293,49,331,0,0,0,0.0,0.0,3941555.0,4447709785.0,0,586792
751577,8,2023-06-19,7,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669185
1381357,8,2023-11-27,7,293,49,331,0,0,0,0.0,0.0,3932175.0,4437125253.0,0,751577
1563950,8,2024-02-06,7,293,49,331,0,0,0,0.0,0.0,3969926.0,4479724047.0,0,1381357
1788432,8,2024-03-30,7,344,49,331,0,0,0,0.0,0.0,3908456.0,4410360377.0,0,1563950
1893652,8,2024-05-12,7,344,49,331,0,0,0,21161.0,238783898.0,385666.0,4351912994.0,0,1788432
9941,8,2023-06-04,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,0
92435,8,2023-06-05,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,9941
174828,8,2023-06-06,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,92435
257221,8,2023-06-07,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,174828
339614,8,2023-06-08,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,257221
422007,8,2023-06-15,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,339614
504400,8,2023-06-16,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,422007
586793,8,2023-06-17,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,504400
669186,8,2023-06-18,8,293,49,331,0,0,0,0.0,0.0,1293729.0,145986321.0,0,586793
751578,8,2023-06-19,8,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669186
1381358,8,2023-11-27,8,293,49,373,0,0,0,0.0,0.0,1253745.0,1414744664.0,0,751578
1563951,8,2024-02-06,8,293,49,373,0,0,0,0.0,0.0,1198114.0,1351969809.0,0,1381358
1788433,8,2024-03-30,8,293,49,331,0,0,0,0.0,0.0,1238235.0,1397242948.0,0,1563951
1893653,8,2024-05-12,8,293,49,331,0,0,0,8594.0,96975985.0,1213984.0,1369877755.0,0,1788433
9942,8,2023-06-04,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,0
92436,8,2023-06-05,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,9942
174829,8,2023-06-06,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,92436
257222,8,2023-06-07,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,174829
339615,8,2023-06-08,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,257222
422008,8,2023-06-15,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,339615
504401,8,2023-06-16,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,422008
586794,8,2023-06-17,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,504401
669187,8,2023-06-18,9,293,49,331,0,0,0,0.0,0.0,3754729.0,4236892525.0,0,586794
751579,8,2023-06-19,9,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669187
1381359,8,2023-11-27,9,293,49,331,0,0,0,0.0,0.0,3703002.0,4178523002.0,0,751579
1563952,8,2024-02-06,9,293,49,331,0,0,0,0.0,0.0,3610994.0,4074699795.0,0,1381359
1788434,8,2024-03-30,9,344,49,373,0,0,0,0.0,0.0,3714341.0,41913181.0,0,1563952
1893654,8,2024-05-12,9,344,49,374,0,0,0,1731.0,195328637.0,3714341.0,41913181.0,0,1788434
9943,8,2023-06-04,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,0
92437,8,2023-06-05,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,9943
174830,8,2023-06-06,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,92437
257223,8,2023-06-07,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,174830
339616,8,2023-06-08,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,257223
422009,8,2023-06-15,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,339616
504402,8,2023-06-16,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,422009
586795,8,2023-06-17,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,504402
669188,8,2023-06-18,10,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,586795
751580,8,2023-06-19,10,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669188
1381360,8,2023-11-27,10,293,49,331,0,0,0,0.0,0.0,2063433.0,2328408749.0,0,751580
1563953,8,2024-02-06,10,293,49,331,0,0,0,0.0,0.0,2077291.0,2344046324.0,0,1381360
1788435,8,2024-03-30,10,344,49,331,0,0,0,0.0,0.0,2076731.0,2343414411.0,0,1563953
1893655,8,2024-05-12,10,344,49,373,0,0,0,12785.0,144267858.0,2076731.0,2343414411.0,0,1788435
9944,8,2023-06-04,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,0
92438,8,2023-06-05,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,9944
174831,8,2023-06-06,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,92438
257224,8,2023-06-07,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,174831
339617,8,2023-06-08,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,257224
422010,8,2023-06-15,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,339617
504403,8,2023-06-16,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,422010
586796,8,2023-06-17,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,504403
669189,8,2023-06-18,11,293,49,331,0,0,0,0.0,0.0,2083731.0,2351313316.0,0,586796
751581,8,2023-06-19,11,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669189
1381361,8,2023-11-27,11,293,49,331,0,0,0,0.0,0.0,2063433.0,2328408749.0,0,751581
1563954,8,2024-02-06,11,293,49,331,0,0,0,0.0,0.0,2077291.0,2344046324.0,0,1381361
1788436,8,2024-03-30,11,344,49,331,0,0,0,0.0,0.0,2076731.0,2343414411.0,0,1563954
1893656,8,2024-05-12,11,344,49,373,0,0,0,12785.0,144267858.0,2076731.0,2343414411.0,0,1788436
9945,8,2023-06-04,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,0
92439,8,2023-06-05,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,9945
174832,8,2023-06-06,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,92439
257225,8,2023-06-07,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,174832
339618,8,2023-06-08,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,257225
422011,8,2023-06-15,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,339618
504404,8,2023-06-16,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,422011
586797,8,2023-06-17,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,504404
669190,8,2023-06-18,12,293,49,331,0,0,0,0.0,0.0,2431127.0,2743320174.0,0,586797
751582,8,2023-06-19,12,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669190
1381362,8,2023-11-27,12,293,49,331,0,0,0,0.0,0.0,2357228.0,2659931434.0,0,751582
1563955,8,2024-02-06,12,293,49,331,0,0,0,0.0,0.0,2432103.0,2744421507.0,0,1381362
1788437,8,2024-03-30,12,293,49,373,0,0,0,0.0,0.0,2420338.0,2731145704.0,0,1563955
1893657,8,2024-05-12,12,293,49,373,0,0,0,17768.0,200496777.0,2373847.0,2678684563.0,0,1788437
9946,8,2023-06-04,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,0
92440,8,2023-06-05,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,9946
174833,8,2023-06-06,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,92440
257226,8,2023-06-07,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,174833
339619,8,2023-06-08,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,257226
422012,8,2023-06-15,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,339619
504405,8,2023-06-16,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,422012
586798,8,2023-06-17,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,504405
669191,8,2023-06-18,13,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,586798
751583,8,2023-06-19,13,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669191
1381363,8,2023-11-27,13,293,49,331,0,0,0,0.0,0.0,4134655.0,4665606722.0,0,751583
1563956,8,2024-02-06,13,293,49,331,0,0,0,0.0,0.0,4178333.0,4714893632.0,0,1381363
1788438,8,2024-03-30,13,344,49,373,0,0,0,0.0,0.0,3719576.0,4197225352.0,0,1563956
1893658,8,2024-05-12,13,344,49,331,0,0,0,22829.0,25760586.0,3606859.0,4070033799.0,0,1788438
9947,8,2023-06-04,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,0
92441,8,2023-06-05,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,9947
174834,8,2023-06-06,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,92441
257227,8,2023-06-07,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,174834
339620,8,2023-06-08,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,257227
422013,8,2023-06-15,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,339620
504406,8,2023-06-16,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,422013
586799,8,2023-06-17,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,504406
669192,8,2023-06-18,14,293,49,331,0,0,0,0.0,0.0,4092607.0,4618159128.0,0,586799
751584,8,2023-06-19,14,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669192
1381364,8,2023-11-27,14,293,49,331,0,0,0,0.0,0.0,4134655.0,4665606722.0,0,751584
1563957,8,2024-02-06,14,293,49,331,0,0,0,0.0,0.0,4178333.0,4714893632.0,0,1381364
1788439,8,2024-03-30,14,344,49,373,0,0,0,0.0,0.0,3719576.0,4197225352.0,0,1563957
1893659,8,2024-05-12,14,344,49,331,0,0,0,22829.0,25760586.0,3606859.0,4070033799.0,0,1788439
9948,8,2023-06-04,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,0
92442,8,2023-06-05,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,9948
174835,8,2023-06-06,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,92442
257228,8,2023-06-07,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,174835
339621,8,2023-06-08,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,257228
422014,8,2023-06-15,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,339621
504407,8,2023-06-16,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,422014
586800,8,2023-06-17,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,504407
669193,8,2023-06-18,15,293,49,331,0,0,0,0.0,0.0,2304883.0,260086455.0,0,586800
751585,8,2023-06-19,15,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669193
1381365,8,2023-11-27,15,293,49,331,0,0,0,0.0,0.0,2245978.0,2534395265.0,0,751585
1563958,8,2024-02-06,15,293,49,331,0,0,0,0.0,0.0,2265819.0,2556784147.0,0,1381365
1788440,8,2024-03-30,15,344,49,331,0,0,0,0.0,0.0,220479.0,2487918108.0,0,1563958
1893660,8,2024-05-12,15,344,49,331,0,0,0,15302.0,172670063.0,2158981.0,2436226545.0,0,1788440
9949,8,2023-06-04,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,0
92443,8,2023-06-05,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,9949
174836,8,2023-06-06,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,92443
257229,8,2023-06-07,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,174836
339622,8,2023-06-08,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,257229
422015,8,2023-06-15,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,339622
504408,8,2023-06-16,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,422015
586801,8,2023-06-17,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,504408
669194,8,2023-06-18,18,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,586801
751586,8,2023-06-19,18,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669194
1381366,8,2023-11-27,18,293,49,331,0,0,0,0.0,0.0,3139394.0,3542539281.0,0,751586
1563959,8,2024-02-06,18,293,49,331,0,0,0,0.0,0.0,3209392.0,3621526074.0,0,1381366
1788441,8,2024-03-30,18,344,49,331,0,0,0,0.0,0.0,3076068.0,3471081272.0,0,1563959
1893661,8,2024-05-12,18,344,49,373,0,0,0,15853.0,17888763.0,3076068.0,3471081272.0,0,1788441
9950,8,2023-06-04,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,0
92444,8,2023-06-05,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,9950
174837,8,2023-06-06,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,92444
257230,8,2023-06-07,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,174837
339623,8,2023-06-08,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,257230
422016,8,2023-06-15,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,339623
504409,8,2023-06-16,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,422016
586802,8,2023-06-17,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,504409
669195,8,2023-06-18,19,293,49,331,0,0,0,0.0,0.0,3247589.0,3664628141.0,0,586802
751587,8,2023-06-19,19,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669195
1381367,8,2023-11-27,19,293,49,331,0,0,0,0.0,0.0,3139394.0,3542539281.0,0,751587
1563960,8,2024-02-06,19,293,49,331,0,0,0,0.0,0.0,3209392.0,3621526074.0,0,1381367
1788442,8,2024-03-30,19,344,49,331,0,0,0,0.0,0.0,3076068.0,3471081272.0,0,1563960
1893662,8,2024-05-12,19,344,49,373,0,0,0,15853.0,17888763.0,3076068.0,3471081272.0,0,1788442
9951,8,2023-06-04,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,0
92445,8,2023-06-05,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,9951
174838,8,2023-06-06,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,92445
257231,8,2023-06-07,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,174838
339624,8,2023-06-08,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,257231
422017,8,2023-06-15,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,339624
504410,8,2023-06-16,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,422017
586803,8,2023-06-17,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,504410
669196,8,2023-06-18,22,293,49,331,0,0,0,0.0,0.0,2891723.0,3263063609.0,0,586803
751588,8,2023-06-19,22,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669196
1381368,8,2023-11-27,22,293,49,331,0,0,0,0.0,0.0,2480763.0,2799330181.0,0,751588
1563961,8,2024-02-06,22,293,49,331,0,0,0,0.0,0.0,2533266.0,2858575353.0,0,1381368
1788443,8,2024-03-30,22,344,49,331,0,0,0,0.0,0.0,2378071.0,2683450988.0,0,1563961
1893663,8,2024-05-12,22,344,49,373,0,0,0,11484.0,129587179.0,2378071.0,2683450988.0,0,1788443
9952,8,2023-06-04,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,0
92446,8,2023-06-05,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,9952
174839,8,2023-06-06,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,92446
257232,8,2023-06-07,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,174839
339625,8,2023-06-08,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,257232
422018,8,2023-06-15,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,339625
504411,8,2023-06-16,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,422018
586804,8,2023-06-17,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,504411
669197,8,2023-06-18,23,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,586804
751589,8,2023-06-19,23,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669197
1381369,8,2023-11-27,23,293,49,331,0,0,0,0.0,0.0,2285598.0,2579103067.0,0,751589
1563962,8,2024-02-06,23,293,49,331,0,0,0,0.0,0.0,2233812.0,2520666968.0,0,1381369
1788444,8,2024-03-30,23,293,49,331,0,0,0,0.0,0.0,2316583.0,2614067006.0,0,1563962
1893664,8,2024-05-12,23,293,49,373,0,0,0,18761.0,211701938.0,2316583.0,2614067006.0,0,1788444
9953,8,2023-06-04,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,0
92447,8,2023-06-05,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,9953
174840,8,2023-06-06,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,92447
257233,8,2023-06-07,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,174840
339626,8,2023-06-08,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,257233
422019,8,2023-06-15,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,339626
504412,8,2023-06-16,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,422019
586805,8,2023-06-17,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,504412
669198,8,2023-06-18,24,293,49,331,0,0,0,0.0,0.0,2267188.0,2558328947.0,0,586805
751590,8,2023-06-19,24,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669198
1381370,8,2023-11-27,24,293,49,331,0,0,0,0.0,0.0,2285598.0,2579103067.0,0,751590
1563963,8,2024-02-06,24,293,49,331,0,0,0,0.0,0.0,2233812.0,2520666968.0,0,1381370
1788445,8,2024-03-30,24,293,49,331,0,0,0,0.0,0.0,2316583.0,2614067006.0,0,1563963
1893665,8,2024-05-12,24,293,49,373,0,0,0,18761.0,211701938.0,2316583.0,2614067006.0,0,1788445
9954,8,2023-06-04,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,0
92448,8,2023-06-05,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,9954
174841,8,2023-06-06,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,92448
257234,8,2023-06-07,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,174841
339627,8,2023-06-08,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,257234
422020,8,2023-06-15,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,339627
504413,8,2023-06-16,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,422020
586806,8,2023-06-17,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,504413
669199,8,2023-06-18,25,293,49,331,0,0,0,0.0,0.0,3960655.0,4469262512.0,0,586806
751591,8,2023-06-19,25,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669199
1381371,8,2023-11-27,25,293,49,331,0,0,0,0.0,0.0,3750037.0,4231598001.0,0,751591
1563964,8,2024-02-06,25,293,49,331,0,0,0,0.0,0.0,377844.0,4263648373.0,0,1381371
1788446,8,2024-03-30,25,293,49,331,0,0,0,0.0,0.0,3832287.0,4324410135.0,0,1563964
1893666,8,2024-05-12,25,293,49,331,0,0,0,20379.0,229959693.0,0.0,0.0,0,1788446
9955,8,2023-06-04,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,0
92449,8,2023-06-05,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,9955
174842,8,2023-06-06,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,92449
257235,8,2023-06-07,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,174842
339628,8,2023-06-08,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,257235
422021,8,2023-06-15,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,339628
504414,8,2023-06-16,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,422021
586807,8,2023-06-17,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,504414
669200,8,2023-06-18,26,293,49,331,0,0,0,0.0,0.0,2913465.0,3287597608.0,0,586807
751592,8,2023-06-19,26,293,49,331,0,0,0,0.0,0.0,0.0,0.0,0,669200
1563965,8,2024-02-06,26,293,49,340,0,0,0,0.0,0.0,0.0,0.0,0,751592
