LoanAccountTransactionId,SourceId,TransactionDateId,ValueDateId,EntryDateID,LoanAccountId,TransactionTypeId,TransactionCurrencyId,TransactionAmount,TransactionAmountSEK,TransactionReference,ExchangeRateId
990304,8,20230404,20230228,20230228,407,1870,49,-48049.0,-542192123.0,00446003440-44206143,2910
990305,8,20230404,20230228,20230228,408,1870,49,-1784.0,-20130924.0,00446003440-44179446,2910
990306,8,20230404,20230228,20230228,412,1870,49,-34807.0,-392767409.0,00446003440-44206194,2910
990307,8,20230404,20230228,20230228,414,1870,49,-21518.0,-24281234.0,00446003440-44206254,2910
990308,8,20230404,20230228,20230228,418,1870,49,-21196.0,-239178843.0,00446003440-44159772,2910
990309,8,20230404,20230228,20230228,420,1870,49,-21926.0,-247416273.0,00446003440-44206467,2910
990310,8,20230404,20230228,20230228,422,1870,49,-35145.0,-396581452.0,00446003440-44206762,2910
990311,8,20230404,20230228,20230228,428,1870,49,-32782.0,-369917005.0,00446003440-44206847,2910
990312,8,20230404,20230228,20230228,433,1870,49,-1109.0,-125141224.0,00446003440-44160165,2910
990313,8,20230404,20230228,20230228,435,1769,49,-5.0,-5642075.0,00446003440-44206941,2910
990314,8,20230404,20230228,20230228,435,1870,49,-2344.0,-26450048.0,00446003440-44158794,2910
990315,8,20230404,20230228,20230228,435,1870,49,-167.0,-18844531.0,00446003440-44206943,2910
990316,8,20230404,20230228,20230228,435,1870,49,-586.0,-6612512.0,00446003440-44206937,2910
990317,8,20230404,20230228,20230228,440,1870,49,-8.0,-902732.0,00446003440-44207007,2910
990318,8,20230404,20230228,20230228,448,1870,49,-24956.0,-281607247.0,00446003440-44191421,2910
990319,8,20230404,20230228,20230228,451,1870,49,-19564.0,-220763111.0,00446003440-44207086,2910
990320,8,20230404,20230228,20230228,452,1870,49,-37489.0,-423031499.0,00446003440-44207203,2910
990321,8,20230404,20230228,20230228,454,1870,49,-31003.0,-349842502.0,00446003440-44207199,2910
1071380,8,20230317,20230213,20230213,25,1950,49,1113058.0,1255991343.0,00000000000-43264156,2910
1071534,8,20230324,20230222,20230222,7,1870,49,-45473.0,-513124153.0,00446003437-44035587,2910
1071535,8,20230324,20230222,20230222,12,1870,49,-42036.0,-474340529.0,00446003437-44036067,2910
1071536,8,20230324,20230222,20230222,36,1870,49,-54693.0,-617164016.0,00446003437-44043487,2910
1071537,8,20230324,20230222,20230222,49,1870,49,-26631.0,-300508199.0,00446003437-44038068,2910
1071538,8,20230324,20230222,20230222,95,1870,49,-25507.0,-287824814.0,00446003437-44036844,2910
1071539,8,20230324,20230222,20230222,101,1870,49,-46785.0,-527928958.0,00446003437-44036888,2910
1071540,8,20230324,20230222,20230222,135,1821,49,-1335544.0,-1507047883.0,00446003437-44037199,2910
1071541,8,20230324,20230222,20230222,135,1870,49,-25906.0,-29232719.0,00446003437-44037195,2910
1071542,8,20230324,20230222,20230222,145,1769,49,-606.0,-6838195.0,00446003437-44037245,2910
1071543,8,20230324,20230222,20230222,145,1769,49,-604.0,-6815627.0,00446003437-44023673,2910
1071544,8,20230324,20230222,20230222,145,1769,49,-5.0,-5642075.0,00446003437-44037247,2910
1071545,8,20230324,20230222,20230222,145,1870,49,-6118.0,-6903643.0,00446003437-44037249,2910
1071546,8,20230324,20230222,20230222,145,1870,49,-6106.0,-6890102.0,00446003437-44023675,2910
1071547,8,20230324,20230222,20230222,152,1870,49,-2268.0,-255924522.0,00446003437-44023687,2910
1071548,8,20230324,20230222,20230222,155,1870,49,-16011.0,-180670526.0,00446003437-44037300,2910
1071549,8,20230324,20230222,20230222,188,1870,49,-656.0,-74024024.0,00446003437-44037458,2910
1071550,8,20230324,20230222,20230222,217,1870,49,-25764.0,-290724841.0,00446003437-44037789,2910
1071551,8,20230324,20230222,20230222,248,1870,49,-36347.0,-410145.0,00446003437-44037934,2910
1071552,8,20230324,20230222,20230222,263,1870,49,-39851.0,-449684662.0,00446003437-44038011,2910
1071553,8,20230324,20230222,20230222,279,1870,49,-19053.0,-21499691.0,00446003437-44038195,2910
1071554,8,20230324,20230222,20230222,287,1870,49,-5982.0,-67501785.0,00446003437-44038309,2910
1071555,8,20230324,20230222,20230222,314,1870,49,-45649.0,-515110163.0,00446003437-44038550,2910
1071556,8,20230324,20230222,20230222,341,1769,49,-5.0,-5642075.0,00446003437-44023775,2910
1071557,8,20230324,20230222,20230222,341,1769,49,-5.0,-5642075.0,00446003437-44023777,2910
1071558,8,20230324,20230222,20230222,341,1769,49,-5.0,-5642075.0,00446003437-44038759,2910
1071559,8,20230324,20230222,20230222,341,1769,49,-5.0,-5642075.0,00446003437-44038761,2910
1071560,8,20230324,20230222,20230222,341,1870,49,-18893.0,-213191446.0,00446003437-44038763,2910
1071561,8,20230324,20230222,20230222,341,1870,49,-18708.0,-211103878.0,00446003437-44023779,2910
1071562,8,20230324,20230222,20230222,351,1870,49,-1045.0,-117919368.0,00446003437-44078821,2910
1071563,8,20230324,20230222,20230222,353,1821,49,-94616.0,-1067661136.0,00446003437-44078910,2910
1071564,8,20230324,20230222,20230222,353,1870,49,-2822.0,-31843871.0,00446003437-44078906,2910
1071565,8,20230324,20230222,20230222,361,1821,49,-1005171.0,-1134250034.0,00446003437-44052845,2910
1071566,8,20230324,20230222,20230222,361,1870,49,-12118.0,-13674133.0,00446003437-44052841,2910
1071567,8,20230324,20230222,20230222,363,1870,49,-36186.0,-408328252.0,00446003437-44078980,2910
1071568,8,20230324,20230222,20230222,368,1870,49,-4633.0,-52279467.0,00446003437-44051462,2910
1071569,8,20230324,20230222,20230222,377,1870,49,-64917.0,-732533166.0,00446003437-44075969,2910
1071570,8,20230324,20230222,20230222,380,1870,49,-8372.0,-94470904.0,00446003437-44079004,2910
1071571,8,20230324,20230222,20230222,382,1870,49,-4992.0,-56330477.0,00446003437-44076388,2910
1071572,8,20230324,20230222,20230222,386,1821,49,-12342.0,-139268979.0,00446003437-44079075,2910
1071573,8,20230324,20230222,20230222,386,1870,49,-61712.0,-696367465.0,00446003437-44079071,2910
1071574,8,20230324,20230222,20230222,413,1870,49,-5164.0,-58271351.0,00446003437-44052603,2910
1071575,8,20230324,20230222,20230222,426,1821,49,-807387.0,-9110676016.0,00446003437-44079730,2910
1071576,8,20230324,20230222,20230222,426,1870,49,-14244.0,-160731433.0,00446003437-44079726,2910
1071577,8,20230324,20230222,20230222,432,1870,49,-7509.0,-84732682.0,00446003437-44079529,2910
1071578,8,20230324,20230222,20230222,437,1821,49,-376453.0,-424795212.0,00446003437-44079765,2910
1071579,8,20230324,20230222,20230222,437,1870,49,-38629.0,-43589543.0,00446003437-44079761,2910
1071580,8,20230324,20230222,20230222,438,1821,49,-4579964.0,-5168100077.0,00446003437-44079572,2910
1071581,8,20230324,20230222,20230222,438,1870,49,-55484.0,-626089779.0,00446003437-44079568,2910
1071582,8,20230324,20230222,20230222,440,1870,49,-6287.0,-70943451.0,00446003437-44079606,2910
1071583,8,20230324,20230222,20230222,442,1870,49,-16593.0,-187237901.0,00446003437-44050522,2910
1071584,8,20230324,20230222,20230222,444,1870,49,-5402.0,-60956978.0,00446003437-44079617,2910
1071585,8,20230324,20230222,20230222,450,1870,49,-14717.0,-166068836.0,00446003437-44079629,2910
1071586,8,20230324,20230222,20230222,456,1870,49,-19297.0,-217750243.0,00446003437-44079657,2910
1071587,8,20230324,20230222,20230222,459,1870,49,-17602.0,-198623608.0,00446003437-44079637,2910
1071588,8,20230324,20230222,20230222,461,1821,49,-3728859.0,-4207700429.0,00446003437-44043998,2910
1071589,8,20230324,20230222,20230222,461,1870,49,-43573.0,-491684268.0,00446003437-44043994,2910
1071590,8,20230324,20230222,20230222,482,1870,49,-7684.0,-86707409.0,00446003437-44079854,2910
990322,8,20230404,20230228,20230228,457,1870,49,-69397.0,-783086158.0,00446003440-44207247,2910
990323,8,20230404,20230228,20230228,465,1870,49,-47173.0,-532307208.0,00446003440-44207152,2910
990324,8,20230404,20230228,20230228,466,1870,49,-3926.0,-44301573.0,00446003440-44191040,2910
990325,8,20230404,20230228,20230228,472,1870,49,-13947.0,-15738004.0,00446003440-44207890,2910
990326,8,20230404,20230228,20230228,478,1821,49,-1470779.0,-1659649085.0,00446003440-44207542,2910
990327,8,20230404,20230228,20230228,478,1870,49,-28163.0,-317795516.0,00446003440-44207538,2910
990328,8,20230404,20230228,20230228,486,1870,49,-49281.0,-556094196.0,00446003440-44207498,2910
990329,8,20230404,20230228,20230228,490,1870,49,-1924.0,-217107046.0,00446003440-44207592,2910
990330,8,20230404,20230228,20230228,492,1870,49,-25045.0,-282611537.0,00446003440-44207745,2910
990331,8,20230404,20230228,20230228,494,1870,49,-6829.0,-7705946.0,00446003440-44209429,2910
1120348,8,20230110,20230110,20230110,141,1870,49,-100.0,-111529.0,00446003361-41679637,2883
1120349,8,20230110,20230110,20230110,184,1870,49,-10508.0,-117194673.0,00446003361-41679658,2883
1120350,8,20230110,20230110,20230110,184,1870,49,-92.0,-1026067.0,00446003361-41679662,2883
1120351,8,20230110,20230110,20230110,325,1870,49,-9473.0,-105651422.0,00446003361-41679735,2883
1130585,8,20230502,20230428,20230428,6,1870,49,-46751.0,-527545297.0,00446003459-46874852,2910
1130586,8,20230502,20230428,20230428,22,1870,49,-59651.0,-673110832.0,00446003459-46877145,2910
1130587,8,20230502,20230428,20230428,24,1769,49,-3792.0,-42789497.0,00446003459-46853135,2910
1130588,8,20230502,20230428,20230428,24,1769,49,-3782.0,-42676655.0,00446003459-46877193,2910
1130589,8,20230502,20230428,20230428,24,1769,49,-5.0,-5642075.0,00446003459-46877195,2910
1130590,8,20230502,20230428,20230428,24,1870,49,-39915.0,-450406847.0,00446003459-46853137,2910
1130591,8,20230502,20230428,20230428,24,1870,49,-39807.0,-449188159.0,00446003459-46877197,2910
1130592,8,20230502,20230428,20230428,27,1821,49,-2860518.0,-3227851419.0,00446003459-46877303,2910
1130593,8,20230502,20230428,20230428,27,1870,49,-4589.0,-517829644.0,00446003459-46877299,2910
1130594,8,20230502,20230428,20230428,37,1870,49,-38914.0,-439111413.0,00446003459-46878371,2910
1130595,8,20230502,20230428,20230428,39,1870,49,-1029.0,-116113904.0,00446003459-46878387,2910
1130596,8,20230502,20230428,20230428,49,1870,49,-26578.0,-299910139.0,00446003459-46878963,2910
1130597,8,20230502,20230428,20230428,50,1769,49,-5.0,-5642075.0,00446003459-46853569,2910
1130598,8,20230502,20230428,20230428,50,1769,49,-5.0,-5642075.0,00446003459-46879292,2910
1130599,8,20230502,20230428,20230428,50,1870,49,-45836.0,-517220299.0,00446003459-46853571,2910
1130600,8,20230502,20230428,20230428,50,1870,49,-45509.0,-513530382.0,00446003459-46879294,2910
1130601,8,20230502,20230428,20230428,55,1870,49,-38613.0,-435714884.0,00446003459-46879416,2910
1130602,8,20230502,20230428,20230428,56,1769,49,-3254.0,-36718624.0,00446003459-46879494,2910
1130603,8,20230502,20230428,20230428,56,1821,49,-1574984.0,-177723557.0,00446003459-46879500,2910
1130604,8,20230502,20230428,20230428,56,1870,49,-34248.0,-386459569.0,00446003459-46879496,2910
1130605,8,20230502,20230428,20230428,64,1769,49,-4355.0,-49142473.0,00446003459-46852965,2910
1130606,8,20230502,20230428,20230428,64,1769,49,-4256.0,-48025342.0,00446003459-46876548,2910
1130607,8,20230502,20230428,20230428,64,1769,49,-5.0,-5642075.0,00446003459-46852967,2910
1130608,8,20230502,20230428,20230428,64,1769,49,-5.0,-5642075.0,00446003459-46876550,2910
1130609,8,20230502,20230428,20230428,64,1870,49,-43987.0,-496355906.0,00446003459-46852969,2910
1130610,8,20230502,20230428,20230428,64,1870,49,-42992.0,-485128177.0,00446003459-46876552,2910
1130611,8,20230502,20230428,20230428,65,1769,49,-2583.0,-29146959.0,00446003459-46876556,2910
1130612,8,20230502,20230428,20230428,65,1870,49,-26086.0,-294358337.0,00446003459-46876558,2910
1130613,8,20230502,20230428,20230428,74,1821,49,-9108.0,-102776038.0,00446003459-46876606,2910
1130614,8,20230502,20230428,20230428,74,1870,49,-45538.0,-513857623.0,00446003459-46876602,2910
1130615,8,20230502,20230428,20230428,93,1870,49,-46388.0,-52344915.0,00446003459-46876773,2910
1130616,8,20230502,20230428,20230428,95,1869,49,-8.0,-902732.0,00446003459-46876794,2910
1130617,8,20230502,20230428,20230428,95,1870,49,-25507.0,-287824814.0,00446003459-46876796,2910
1130618,8,20230502,20230428,20230428,98,1821,49,-3849001.0,-4343270463.0,00446003459-46876825,2910
1130619,8,20230502,20230428,20230428,98,1870,49,-53999.0,-609332816.0,00446003459-46876821,2910
1130620,8,20230502,20230428,20230428,112,1769,49,-633.0,-7142867.0,00446003459-46876904,2910
1130621,8,20230502,20230428,20230428,112,1870,49,-63138.0,-712458663.0,00446003459-46876906,2910
1130622,8,20230502,20230428,20230428,121,1769,49,-5.0,-5642075.0,00446003459-46876995,2910
1130623,8,20230502,20230428,20230428,121,1870,49,-24773.0,-279542248.0,00446003459-46876997,2910
1130624,8,20230502,20230428,20230428,139,1769,49,-2001.0,-22579584.0,00446003459-46877355,2910
1130625,8,20230502,20230428,20230428,139,1870,49,-20208.0,-228030103.0,00446003459-46877357,2910
1130626,8,20230502,20230428,20230428,141,1870,49,-41277.0,-46577586.0,00446003459-46877386,2910
1130627,8,20230502,20230428,20230428,145,1769,49,-576.0,-649967.0,00446003459-46877414,2910
1130628,8,20230502,20230428,20230428,145,1870,49,-5814.0,-65606048.0,00446003459-46877416,2910
1130629,8,20230502,20230428,20230428,152,1769,49,-5.0,-5642075.0,00446003459-46877484,2910
1130630,8,20230502,20230428,20230428,152,1870,49,-22366.0,-252381299.0,00446003459-46877486,2910
1130631,8,20230502,20230428,20230428,152,1870,49,-9267.0,-104570218.0,00446003459-46853183,2910
1130632,8,20230502,20230428,20230428,183,1769,49,-3542.0,-39968459.0,00446003459-46877660,2910
1130633,8,20230502,20230428,20230428,183,1870,49,-35775.0,-403690466.0,00446003459-46877662,2910
1130634,8,20230502,20230428,20230428,206,1870,49,-26363.0,-297484046.0,00446003459-46853303,2910
1130635,8,20230502,20230428,20230428,217,1870,49,-20574.0,-232160102.0,00446003459-46878350,2910
1130636,8,20230502,20230428,20230428,219,1870,49,-24687.0,-278571811.0,00446003459-46847697,2910
1130637,8,20230502,20230428,20230428,220,1870,49,-27319.0,-308271694.0,00446003459-46878423,2910
1130638,8,20230502,20230428,20230428,229,1869,49,-8.0,-902732.0,00446003459-46878517,2910
1130639,8,20230502,20230428,20230428,229,1870,49,-7191.0,-81144323.0,00446003459-46878519,2910
1130640,8,20230502,20230428,20230428,237,1769,49,-4939.0,-55732417.0,00446003459-46878623,2910
1130641,8,20230502,20230428,20230428,237,1870,49,-49885.0,-562909823.0,00446003459-46878625,2910
1130642,8,20230502,20230428,20230428,248,1821,49,-2342368.0,-2643163187.0,00446003459-46878693,2910
1130643,8,20230502,20230428,20230428,248,1870,49,-36253.0,-40908429.0,00446003459-46878689,2910
1130644,8,20230502,20230428,20230428,308,1821,49,-1416776.0,-159871129.0,00446003459-46879605,2910
1130645,8,20230502,20230428,20230428,308,1870,49,-2974.0,-335590621.0,00446003459-46879601,2910
1130646,8,20230502,20230428,20230428,314,1769,49,-5.0,-5642075.0,00446003459-46879674,2910
1130647,8,20230502,20230428,20230428,314,1870,49,-45649.0,-515110163.0,00446003459-46853647,2910
1130648,8,20230502,20230428,20230428,314,1870,49,-45542.0,-513902759.0,00446003459-46879676,2910
1130649,8,20230502,20230428,20230428,319,1821,49,-69255.0,-781483808.0,00446003459-46879763,2910
1130650,8,20230502,20230428,20230428,319,1870,49,-5465.0,-6166788.0,00446003459-46879759,2910
1130651,8,20230502,20230428,20230428,326,1769,49,-268.0,-30241522.0,00446003459-46879912,2910
1130652,8,20230502,20230428,20230428,326,1821,49,-595.0,-67140693.0,00446003459-46879918,2910
1130653,8,20230502,20230428,20230428,326,1870,49,-27068.0,-305439372.0,00446003459-46879914,2910
1130654,8,20230502,20230428,20230428,334,1870,49,-16177.0,-182543695.0,00446003459-46880039,2910
1130655,8,20230502,20230428,20230428,338,1769,49,-5.0,-5642075.0,00446003459-46880056,2910
1130656,8,20230502,20230428,20230428,338,1870,49,-4256.0,-48025342.0,00446003459-46853745,2910
1130657,8,20230502,20230428,20230428,338,1870,49,-536.0,-6048304.0,00446003459-46880058,2910
1130658,8,20230502,20230428,20230428,341,1769,49,-5.0,-5642075.0,00446003459-46880145,2910
1130659,8,20230502,20230428,20230428,341,1870,49,-18758.0,-211668086.0,00446003459-46880147,2910
1130660,8,20230502,20230428,20230428,341,1870,49,-3771.0,-4255253.0,00446003459-46853755,2910
1130661,8,20230502,20230428,20230428,342,1870,49,-52173.0,-588727958.0,00446003459-46880173,2910
1142628,8,20230421,20230328,20230328,2,1870,49,-75436.0,-851231139.0,00446003451-45618194,2910
1142629,8,20230421,20230328,20230328,6,1870,49,-46886.0,-529068657.0,00446003451-45618561,2910
1142630,8,20230421,20230328,20230328,22,1870,49,-74564.0,-841391361.0,00446003451-45619300,2910
1142631,8,20230421,20230328,20230328,27,1870,49,-46011.0,-519195026.0,00446003451-45619552,2910
1142632,8,20230421,20230328,20230328,36,1821,49,-10939.0,-123437317.0,00446003452-45649510,2910
1142633,8,20230421,20230328,20230328,36,1870,49,-54693.0,-617164016.0,00446003452-45649504,2910
1142634,8,20230421,20230328,20230328,37,1870,49,-38986.0,-439923872.0,00446003451-45620629,2910
1142635,8,20230421,20230328,20230328,39,1821,49,-2374348.0,-2679249898.0,00446003451-45620639,2910
1142636,8,20230421,20230328,20230328,39,1870,49,-32046.0,-361611871.0,00446003451-45620633,2910
1142637,8,20230421,20230328,20230328,44,1870,49,-30381.0,-342823761.0,00446003451-45620813,2910
1142638,8,20230421,20230328,20230328,49,1870,49,-2663.0,-300496915.0,00446003451-45621299,2910
1142639,8,20230421,20230328,20230328,50,1870,49,-45836.0,-517220299.0,00446003451-45586802,2910
1142640,8,20230421,20230328,20230328,64,1769,49,-4355.0,-49142473.0,00446003451-45586034,2910
