LoanAccountId,BalanceDateId,Balance,BalanceSek
8,2023-06-15,1293729.0,145986321.0
8,2023-06-16,1293729.0,145986321.0
8,2023-06-17,1293729.0,145986321.0
8,2023-06-18,1293729.0,145986321.0
8,2023-06-19,0.0,0.0
8,2023-11-27,1253745.0,1414744664.0
8,2024-02-06,1198114.0,1351969809.0
8,2024-03-30,1238235.0,1397242948.0
8,2024-05-12,1213984.0,1369877755.0
9,2023-06-04,3754729.0,4236892525.0
9,2023-06-05,3754729.0,4236892525.0
9,2023-06-06,3754729.0,4236892525.0
9,2023-06-07,3754729.0,4236892525.0
9,2023-06-08,3754729.0,4236892525.0
9,2023-06-15,3754729.0,4236892525.0
9,2023-06-16,3754729.0,4236892525.0
9,2023-06-17,3754729.0,4236892525.0
9,2023-06-18,3754729.0,4236892525.0
9,2023-06-19,0.0,0.0
9,2023-11-27,3703002.0,4178523002.0
9,2024-02-06,3610994.0,4074699795.0
9,2024-03-30,3714341.0,41913181.0
9,2024-05-12,3714341.0,41913181.0
10,2023-06-04,2083731.0,2351313316.0
10,2023-06-05,2083731.0,2351313316.0
10,2023-06-06,2083731.0,2351313316.0
10,2023-06-07,2083731.0,2351313316.0
10,2023-06-08,2083731.0,2351313316.0
10,2023-06-15,2083731.0,2351313316.0
10,2023-06-16,2083731.0,2351313316.0
10,2023-06-17,2083731.0,2351313316.0
10,2023-06-18,2083731.0,2351313316.0
10,2023-06-19,0.0,0.0
10,2023-11-27,2063433.0,2328408749.0
10,2024-02-06,2077291.0,2344046324.0
10,2024-03-30,2076731.0,2343414411.0
10,2024-05-12,2076731.0,2343414411.0
11,2023-06-04,2083731.0,2351313316.0
11,2023-06-05,2083731.0,2351313316.0
11,2023-06-06,2083731.0,2351313316.0
11,2023-06-07,2083731.0,2351313316.0
11,2023-06-08,2083731.0,2351313316.0
11,2023-06-15,2083731.0,2351313316.0
11,2023-06-16,2083731.0,2351313316.0
11,2023-06-17,2083731.0,2351313316.0
11,2023-06-18,2083731.0,2351313316.0
11,2023-06-19,0.0,0.0
11,2023-11-27,2063433.0,2328408749.0
11,2024-02-06,2077291.0,2344046324.0
11,2024-03-30,2076731.0,2343414411.0
11,2024-05-12,2076731.0,2343414411.0
12,2023-06-04,2431127.0,2743320174.0
12,2023-06-05,2431127.0,2743320174.0
12,2023-06-06,2431127.0,2743320174.0
12,2023-06-07,2431127.0,2743320174.0
12,2023-06-08,2431127.0,2743320174.0
12,2023-06-15,2431127.0,2743320174.0
12,2023-06-16,2431127.0,2743320174.0
12,2023-06-17,2431127.0,2743320174.0
12,2023-06-18,2431127.0,2743320174.0
12,2023-06-19,0.0,0.0
12,2023-11-27,2357228.0,2659931434.0
12,2024-02-06,2432103.0,2744421507.0
12,2024-03-30,2420338.0,2731145704.0
12,2024-05-12,2373847.0,2678684563.0
13,2023-06-04,4092607.0,4618159128.0
13,2023-06-05,4092607.0,4618159128.0
13,2023-06-06,4092607.0,4618159128.0
13,2023-06-07,4092607.0,4618159128.0
13,2023-06-08,4092607.0,4618159128.0
13,2023-06-15,4092607.0,4618159128.0
13,2023-06-16,4092607.0,4618159128.0
13,2023-06-17,4092607.0,4618159128.0
13,2023-06-18,4092607.0,4618159128.0
13,2023-06-19,0.0,0.0
13,2023-11-27,4134655.0,4665606722.0
13,2024-02-06,4178333.0,4714893632.0
13,2024-03-30,3719576.0,4197225352.0
13,2024-05-12,3606859.0,4070033799.0
14,2023-06-04,4092607.0,4618159128.0
14,2023-06-05,4092607.0,4618159128.0
14,2023-06-06,4092607.0,4618159128.0
14,2023-06-07,4092607.0,4618159128.0
14,2023-06-08,4092607.0,4618159128.0
14,2023-06-15,4092607.0,4618159128.0
14,2023-06-16,4092607.0,4618159128.0
14,2023-06-17,4092607.0,4618159128.0
14,2023-06-18,4092607.0,4618159128.0
14,2023-06-19,0.0,0.0
14,2023-11-27,4134655.0,4665606722.0
14,2024-02-06,4178333.0,4714893632.0
14,2024-03-30,3719576.0,4197225352.0
14,2024-05-12,3606859.0,4070033799.0
15,2023-06-04,2304883.0,260086455.0
15,2023-06-05,2304883.0,260086455.0
15,2023-06-06,2304883.0,260086455.0
15,2023-06-07,2304883.0,260086455.0
15,2023-06-08,2304883.0,260086455.0
15,2023-06-15,2304883.0,260086455.0
15,2023-06-16,2304883.0,260086455.0
15,2023-06-17,2304883.0,260086455.0
15,2023-06-18,2304883.0,260086455.0
15,2023-06-19,0.0,0.0
15,2023-11-27,2245978.0,2534395265.0
15,2024-02-06,2265819.0,2556784147.0
15,2024-03-30,220479.0,2487918108.0
15,2024-05-12,2158981.0,2436226545.0
18,2023-06-04,3247589.0,3664628141.0
18,2023-06-05,3247589.0,3664628141.0
18,2023-06-06,3247589.0,3664628141.0
18,2023-06-07,3247589.0,3664628141.0
18,2023-06-08,3247589.0,3664628141.0
18,2023-06-15,3247589.0,3664628141.0
18,2023-06-16,3247589.0,3664628141.0
18,2023-06-17,3247589.0,3664628141.0
18,2023-06-18,3247589.0,3664628141.0
18,2023-06-19,0.0,0.0
18,2023-11-27,3139394.0,3542539281.0
18,2024-02-06,3209392.0,3621526074.0
18,2024-03-30,3076068.0,3471081272.0
18,2024-05-12,3076068.0,3471081272.0
19,2023-06-04,3247589.0,3664628141.0
19,2023-06-05,3247589.0,3664628141.0
19,2023-06-06,3247589.0,3664628141.0
19,2023-06-07,3247589.0,3664628141.0
19,2023-06-08,3247589.0,3664628141.0
19,2023-06-15,3247589.0,3664628141.0
19,2023-06-16,3247589.0,3664628141.0
19,2023-06-17,3247589.0,3664628141.0
19,2023-06-18,3247589.0,3664628141.0
19,2023-06-19,0.0,0.0
19,2023-11-27,3139394.0,3542539281.0
19,2024-02-06,3209392.0,3621526074.0
19,2024-03-30,3076068.0,3471081272.0
19,2024-05-12,3076068.0,3471081272.0
22,2023-06-04,2891723.0,3263063609.0
22,2023-06-05,2891723.0,3263063609.0
22,2023-06-06,2891723.0,3263063609.0
22,2023-06-07,2891723.0,3263063609.0
22,2023-06-08,2891723.0,3263063609.0
22,2023-06-15,2891723.0,3263063609.0
22,2023-06-16,2891723.0,3263063609.0
22,2023-06-17,2891723.0,3263063609.0
22,2023-06-18,2891723.0,3263063609.0
22,2023-06-19,0.0,0.0
22,2023-11-27,2480763.0,2799330181.0
22,2024-02-06,2533266.0,2858575353.0
22,2024-03-30,2378071.0,2683450988.0
22,2024-05-12,2378071.0,2683450988.0
23,2023-06-04,2267188.0,2558328947.0
23,2023-06-05,2267188.0,2558328947.0
23,2023-06-06,2267188.0,2558328947.0
23,2023-06-07,2267188.0,2558328947.0
23,2023-06-08,2267188.0,2558328947.0
23,2023-06-15,2267188.0,2558328947.0
23,2023-06-16,2267188.0,2558328947.0
23,2023-06-17,2267188.0,2558328947.0
23,2023-06-18,2267188.0,2558328947.0
23,2023-06-19,0.0,0.0
23,2023-11-27,2285598.0,2579103067.0
23,2024-02-06,2233812.0,2520666968.0
23,2024-03-30,2316583.0,2614067006.0
23,2024-05-12,2316583.0,2614067006.0
24,2023-06-04,2267188.0,2558328947.0
24,2023-06-05,2267188.0,2558328947.0
24,2023-06-06,2267188.0,2558328947.0
24,2023-06-07,2267188.0,2558328947.0
24,2023-06-08,2267188.0,2558328947.0
24,2023-06-15,2267188.0,2558328947.0
24,2023-06-16,2267188.0,2558328947.0
24,2023-06-17,2267188.0,2558328947.0
24,2023-06-18,2267188.0,2558328947.0
24,2023-06-19,0.0,0.0
24,2023-11-27,2285598.0,2579103067.0
24,2024-02-06,2233812.0,2520666968.0
24,2024-03-30,2316583.0,2614067006.0
24,2024-05-12,2316583.0,2614067006.0
25,2023-06-04,3960655.0,4469262512.0
25,2023-06-05,3960655.0,4469262512.0
25,2023-06-06,3960655.0,4469262512.0
25,2023-06-07,3960655.0,4469262512.0
25,2023-06-08,3960655.0,4469262512.0
25,2023-06-15,3960655.0,4469262512.0
25,2023-06-16,3960655.0,4469262512.0
25,2023-06-17,3960655.0,4469262512.0
25,2023-06-18,3960655.0,4469262512.0
25,2023-06-19,0.0,0.0
25,2023-11-27,3750037.0,4231598001.0
25,2024-02-06,377844.0,4263648373.0
25,2024-03-30,3832287.0,4324410135.0
25,2024-05-12,0.0,0.0
26,2023-06-04,2913465.0,3287597608.0
26,2023-06-05,2913465.0,3287597608.0
26,2023-06-06,2913465.0,3287597608.0
26,2023-06-07,2913465.0,3287597608.0
26,2023-06-08,2913465.0,3287597608.0
26,2023-06-15,2913465.0,3287597608.0
26,2023-06-16,2913465.0,3287597608.0
26,2023-06-17,2913465.0,3287597608.0
26,2023-06-18,2913465.0,3287597608.0
26,2023-06-19,0.0,0.0
26,2024-02-06,0.0,0.0
27,2023-06-04,2913465.0,3287597608.0
27,2023-06-05,2913465.0,3287597608.0
27,2023-06-06,2913465.0,3287597608.0
27,2023-06-07,2913465.0,3287597608.0
27,2023-06-08,2913465.0,3287597608.0
27,2023-06-15,2913465.0,3287597608.0
27,2023-06-16,2913465.0,3287597608.0
27,2023-06-17,2913465.0,3287597608.0
27,2023-06-18,2913465.0,3287597608.0
27,2023-06-19,0.0,0.0
27,2024-02-06,0.0,0.0
32,2023-06-04,4146653.0,4679145445.0
32,2023-06-05,4146653.0,4679145445.0
32,2023-06-06,4146653.0,4679145445.0
32,2023-06-07,4146653.0,4679145445.0
32,2023-06-08,4146653.0,4679145445.0
32,2023-06-15,4146653.0,4679145445.0
32,2023-06-16,4146653.0,4679145445.0
32,2023-06-17,4146653.0,4679145445.0
32,2023-06-18,4146653.0,4679145445.0
32,2023-06-19,0.0,0.0
32,2023-11-27,4077494.0,4601105392.0
32,2024-02-06,4171026.0,4706648304.0
32,2024-03-30,4049999.0,4570079622.0
32,2024-05-12,3995949.0,4509088791.0
33,2023-06-04,4146653.0,4679145445.0
33,2023-06-05,4146653.0,4679145445.0
33,2023-06-06,4146653.0,4679145445.0
33,2023-06-07,4146653.0,4679145445.0
33,2023-06-08,4146653.0,4679145445.0
33,2023-06-15,4146653.0,4679145445.0
33,2023-06-16,4146653.0,4679145445.0
33,2023-06-17,4146653.0,4679145445.0
33,2023-06-18,4146653.0,4679145445.0
33,2023-06-19,0.0,0.0
33,2023-11-27,4077494.0,4601105392.0
33,2024-02-06,4171026.0,4706648304.0
33,2024-03-30,4049999.0,4570079622.0
33,2024-05-12,3995949.0,4509088791.0
36,2023-06-04,3101956.0,350029368.0
36,2023-06-05,3101956.0,350029368.0
36,2023-06-06,3101956.0,350029368.0
36,2023-06-07,3101956.0,350029368.0
36,2023-06-08,3101956.0,350029368.0
36,2023-06-15,3101956.0,350029368.0
36,2023-06-16,3101956.0,350029368.0
36,2023-06-17,3101956.0,350029368.0
36,2023-06-18,3101956.0,350029368.0
36,2023-06-19,0.0,0.0
36,2023-11-27,315843.0,3564019789.0
36,2024-02-06,3266145.0,368556701.0
36,2024-03-30,3193939.0,3604088677.0
36,2024-05-12,30723.0,3466829405.0
37,2023-06-04,1903719.0,2148185075.0
37,2023-06-05,1903719.0,2148185075.0
37,2023-06-06,1903719.0,2148185075.0
37,2023-06-07,1903719.0,2148185075.0
37,2023-06-08,1903719.0,2148185075.0
37,2023-06-15,1903719.0,2148185075.0
37,2023-06-16,1903719.0,2148185075.0
37,2023-06-17,1903719.0,2148185075.0
37,2023-06-18,1903719.0,2148185075.0
37,2023-06-19,0.0,0.0
37,2023-11-27,1867122.0,2106888472.0
37,2024-02-06,1923806.0,2170851548.0
37,2024-03-30,1861068.0,2100057047.0
37,2024-05-12,1825304.0,2059700413.0
38,2023-06-04,2407224.0,271634767.0
38,2023-06-05,2407224.0,271634767.0
38,2023-06-06,2407224.0,271634767.0
38,2023-06-07,2407224.0,271634767.0
38,2023-06-08,2407224.0,271634767.0
38,2023-06-15,2407224.0,271634767.0
38,2023-06-16,2407224.0,271634767.0
38,2023-06-17,2407224.0,271634767.0
38,2023-06-18,2407224.0,271634767.0
38,2023-06-19,0.0,0.0
38,2023-11-27,2466253.0,2782956879.0
38,2024-02-06,2527434.0,2851994437.0
38,2024-03-30,2458241.0,2773916018.0
38,2024-05-12,2416784.0,2727135317.0
39,2023-06-04,2407224.0,271634767.0
39,2023-06-05,2407224.0,271634767.0
39,2023-06-06,2407224.0,271634767.0
39,2023-06-07,2407224.0,271634767.0
39,2023-06-08,2407224.0,271634767.0
39,2023-06-15,2407224.0,271634767.0
39,2023-06-16,2407224.0,271634767.0
39,2023-06-17,2407224.0,271634767.0
39,2023-06-18,2407224.0,271634767.0
39,2023-06-19,0.0,0.0
39,2023-11-27,2466253.0,2782956879.0
39,2024-02-06,2527434.0,2851994437.0
39,2024-03-30,2458241.0,2773916018.0
39,2024-05-12,2416784.0,2727135317.0
42,2023-06-04,3102883.0,350133972.0
42,2023-06-05,3102883.0,350133972.0
42,2023-06-06,3102883.0,350133972.0
42,2023-06-07,3102883.0,350133972.0
42,2023-06-08,3102883.0,350133972.0
42,2023-06-15,3102883.0,350133972.0
42,2023-06-16,3102883.0,350133972.0
42,2023-06-17,3102883.0,350133972.0
42,2023-06-18,3102883.0,350133972.0
42,2023-06-19,0.0,0.0
42,2023-11-27,3179025.0,3587259495.0
42,2024-02-06,3228833.0,364346359.0
42,2024-03-30,3222133.0,3635903209.0
42,2024-05-12,3163042.0,3569224038.0
43,2023-06-04,161545.0,1822898012.0
43,2023-06-05,161545.0,1822898012.0
43,2023-06-06,161545.0,1822898012.0
43,2023-06-07,161545.0,1822898012.0
43,2023-06-08,161545.0,1822898012.0
43,2023-06-15,161545.0,1822898012.0
43,2023-06-16,161545.0,1822898012.0
43,2023-06-17,161545.0,1822898012.0
43,2023-06-18,161545.0,1822898012.0
43,2023-06-19,0.0,0.0
43,2023-11-27,1531754.0,172845419.0
43,2024-02-06,1503884.0,1697005264.0
43,2024-03-30,1478883.0,166879376.0
43,2024-05-12,1447363.0,163322612.0
44,2023-06-04,161545.0,1822898012.0
44,2023-06-05,161545.0,1822898012.0
44,2023-06-06,161545.0,1822898012.0
44,2023-06-07,161545.0,1822898012.0
44,2023-06-08,161545.0,1822898012.0
44,2023-06-15,161545.0,1822898012.0
44,2023-06-16,161545.0,1822898012.0
44,2023-06-17,161545.0,1822898012.0
44,2023-06-18,161545.0,1822898012.0
44,2023-06-19,0.0,0.0
44,2023-11-27,1531754.0,172845419.0
44,2024-02-06,1503884.0,1697005264.0
44,2024-03-30,1478883.0,166879376.0
44,2024-05-12,1447363.0,163322612.0
48,2023-06-04,1358283.0,1532706911.0
48,2023-06-05,1358283.0,1532706911.0
48,2023-06-06,1358283.0,1532706911.0
48,2023-06-07,1358283.0,1532706911.0
48,2023-06-08,1358283.0,1532706911.0
48,2023-06-15,1358283.0,1532706911.0
48,2023-06-16,1358283.0,1532706911.0
48,2023-06-17,1358283.0,1532706911.0
48,2023-06-18,1358283.0,1532706911.0
48,2023-06-19,0.0,0.0
48,2023-11-27,1309183.0,1477301735.0
48,2024-02-06,1288728.0,1454220006.0
48,2024-03-30,1272416.0,1435813301.0
48,2024-05-12,124323.0,1402879381.0
49,2023-06-04,1358283.0,1532706911.0
49,2023-06-05,1358283.0,1532706911.0
49,2023-06-06,1358283.0,1532706911.0
49,2023-06-07,1358283.0,1532706911.0
49,2023-06-08,1358283.0,1532706911.0
49,2023-06-15,1358283.0,1532706911.0
49,2023-06-16,1358283.0,1532706911.0
49,2023-06-17,1358283.0,1532706911.0
49,2023-06-18,1358283.0,1532706911.0
49,2023-06-19,0.0,0.0
49,2023-11-27,1309183.0,1477301735.0
49,2024-02-06,1288728.0,1454220006.0
49,2024-03-30,1272416.0,1435813301.0
49,2024-05-12,124323.0,1402879381.0
50,2023-06-04,3070661.0,3464979932.0
50,2023-06-05,3070661.0,3464979932.0
50,2023-06-06,3070661.0,3464979932.0
50,2023-06-07,3070661.0,3464979932.0
50,2023-06-08,3070661.0,3464979932.0
50,2023-06-15,3070661.0,3464979932.0
50,2023-06-16,3070661.0,3464979932.0
50,2023-06-17,3070661.0,3464979932.0
50,2023-06-18,3070661.0,3464979932.0
50,2023-06-19,0.0,0.0
50,2023-11-27,3015585.0,3402831348.0
50,2024-02-06,16258.0,183457711.0
50,2024-03-30,3034387.0,3424047807.0
50,2024-05-12,3034387.0,3424047807.0
53,2023-06-04,93913.0,1059728379.0
53,2023-06-05,93913.0,1059728379.0
53,2023-06-06,93913.0,1059728379.0
53,2023-06-07,93913.0,1059728379.0
53,2023-06-08,93913.0,1059728379.0
53,2023-06-15,93913.0,1059728379.0
53,2023-06-16,93913.0,1059728379.0
53,2023-06-17,93913.0,1059728379.0
53,2023-06-18,93913.0,1059728379.0
53,2023-06-19,0.0,0.0
53,2024-02-06,0.0,0.0
54,2023-06-04,93913.0,1059728379.0
54,2023-06-05,93913.0,1059728379.0
54,2023-06-06,93913.0,1059728379.0
54,2023-06-07,93913.0,1059728379.0
54,2023-06-08,93913.0,1059728379.0
54,2023-06-15,93913.0,1059728379.0
54,2023-06-16,93913.0,1059728379.0
54,2023-06-17,93913.0,1059728379.0
54,2023-06-18,93913.0,1059728379.0
54,2023-06-19,0.0,0.0
54,2024-02-06,0.0,0.0
55,2023-06-04,2820272.0,3182437229.0
55,2023-06-05,2820272.0,3182437229.0
55,2023-06-06,2820272.0,3182437229.0
55,2023-06-07,2820272.0,3182437229.0
55,2023-06-08,2820272.0,3182437229.0
55,2023-06-15,2820272.0,3182437229.0
55,2023-06-16,2820272.0,3182437229.0
55,2023-06-17,2820272.0,3182437229.0
55,2023-06-18,2820272.0,3182437229.0
55,2023-06-19,0.0,0.0
55,2023-11-27,2851286.0,3217433892.0
55,2024-02-06,2828167.0,3191346065.0
55,2024-03-30,2811941.0,3173036404.0
55,2024-05-12,2811941.0,3173036404.0
56,2023-06-04,1666936.0,1880995586.0
56,2023-06-05,1666936.0,1880995586.0
56,2023-06-06,1666936.0,1880995586.0
56,2023-06-07,1666936.0,1880995586.0
56,2023-06-08,1666936.0,1880995586.0
56,2023-06-15,1666936.0,1880995586.0
56,2023-06-16,1666936.0,1880995586.0
56,2023-06-17,1666936.0,1880995586.0
56,2023-06-18,1666936.0,1880995586.0
56,2023-06-19,0.0,0.0
56,2023-11-27,1563365.0,1764124517.0
56,2024-02-06,1610383.0,1817180333.0
56,2024-03-30,1580124.0,1783035624.0
56,2024-05-12,1580124.0,1783035624.0
60,2023-06-04,1429765.0,1613368273.0
60,2023-06-05,1429765.0,1613368273.0
60,2023-06-06,1429765.0,1613368273.0
60,2023-06-07,1429765.0,1613368273.0
60,2023-06-08,1429765.0,1613368273.0
60,2023-06-15,1429765.0,1613368273.0
60,2023-06-16,1429765.0,1613368273.0
60,2023-06-17,1429765.0,1613368273.0
60,2023-06-18,1429765.0,1613368273.0
60,2023-06-19,0.0,0.0
60,2023-11-27,1429765.0,1613368273.0
60,2024-02-06,1363165.0,1538215834.0
60,2024-03-30,1429765.0,1613368273.0
60,2024-05-12,1429765.0,1613368273.0
63,2023-06-04,1315329.0,1484236974.0
63,2023-06-05,1315329.0,1484236974.0
63,2023-06-06,1315329.0,1484236974.0
63,2023-06-07,1315329.0,1484236974.0
63,2023-06-08,1315329.0,1484236974.0
63,2023-06-15,1315329.0,1484236974.0
63,2023-06-16,1315329.0,1484236974.0
63,2023-06-17,1315329.0,1484236974.0
63,2023-06-18,1315329.0,1484236974.0
63,2023-06-19,0.0,0.0
63,2023-11-27,1078383.0,1216863553.0
63,2024-02-06,1037181.0,1170370598.0
63,2024-03-30,1088444.0,1228216536.0
63,2024-05-12,1034356.0,1167182826.0
64,2023-06-04,1315329.0,1484236974.0
64,2023-06-05,1315329.0,1484236974.0
64,2023-06-06,1315329.0,1484236974.0
64,2023-06-07,1315329.0,1484236974.0
64,2023-06-08,1315329.0,1484236974.0
64,2023-06-15,1315329.0,1484236974.0
64,2023-06-16,1315329.0,1484236974.0
64,2023-06-17,1315329.0,1484236974.0
64,2023-06-18,1315329.0,1484236974.0
64,2023-06-19,0.0,0.0
64,2023-11-27,1078383.0,1216863553.0
64,2024-02-06,1037181.0,1170370598.0
64,2024-03-30,1088444.0,1228216536.0
64,2024-05-12,1034356.0,1167182826.0
65,2023-06-04,126502.0,1427467543.0
65,2023-06-05,126502.0,1427467543.0
65,2023-06-06,126502.0,1427467543.0
65,2023-06-07,126502.0,1427467543.0
65,2023-06-08,126502.0,1427467543.0
65,2023-06-15,126502.0,1427467543.0
65,2023-06-16,126502.0,1427467543.0
65,2023-06-17,126502.0,1427467543.0
65,2023-06-18,126502.0,1427467543.0
65,2023-06-19,0.0,0.0
65,2023-11-27,1285529.0,1450610207.0
65,2024-02-06,1267185.0,1429910562.0
65,2024-03-30,1225517.0,1382891766.0
65,2024-05-12,1194571.0,1347971835.0
70,2023-06-04,1571927.0,1773786006.0
70,2023-06-05,1571927.0,1773786006.0
70,2023-06-06,1571927.0,1773786006.0
70,2023-06-07,1571927.0,1773786006.0
70,2023-06-08,1571927.0,1773786006.0
70,2023-06-15,1571927.0,1773786006.0
70,2023-06-16,1571927.0,1773786006.0
70,2023-06-17,1571927.0,1773786006.0
70,2023-06-18,1571927.0,1773786006.0
70,2023-06-19,0.0,0.0
70,2023-11-27,1515458.0,1710065539.0
70,2024-02-06,154064.0,1738481286.0
70,2024-03-30,1481658.0,1671925112.0
70,2024-05-12,1373688.0,1550090145.0
71,2023-06-04,1571927.0,1773786006.0
71,2023-06-05,1571927.0,1773786006.0
71,2023-06-06,1571927.0,1773786006.0
71,2023-06-07,1571927.0,1773786006.0
71,2023-06-08,1571927.0,1773786006.0
71,2023-06-15,1571927.0,1773786006.0
71,2023-06-16,1571927.0,1773786006.0
71,2023-06-17,1571927.0,1773786006.0
71,2023-06-18,1571927.0,1773786006.0
71,2023-06-19,0.0,0.0
71,2023-11-27,1515458.0,1710065539.0
71,2024-02-06,154064.0,1738481286.0
71,2024-03-30,1481658.0,1671925112.0
71,2024-05-12,1373688.0,1550090145.0
72,2023-06-04,459469.0,5184717116.0
72,2023-06-05,459469.0,5184717116.0
72,2023-06-06,459469.0,5184717116.0
72,2023-06-07,459469.0,5184717116.0
72,2023-06-08,459469.0,5184717116.0
72,2023-06-15,459469.0,5184717116.0
72,2023-06-16,459469.0,5184717116.0
72,2023-06-17,459469.0,5184717116.0
72,2023-06-18,459469.0,5184717116.0
72,2023-06-19,0.0,0.0
72,2023-11-27,459469.0,5184717116.0
72,2024-02-06,459469.0,5184717116.0
72,2024-03-30,459469.0,5184717116.0
72,2024-05-12,459469.0,5184717116.0
73,2023-06-04,392666.0,4430902044.0
73,2023-06-05,392666.0,4430902044.0
73,2023-06-06,392666.0,4430902044.0
73,2023-06-07,392666.0,4430902044.0
73,2023-06-08,392666.0,4430902044.0
73,2023-06-15,392666.0,4430902044.0
73,2023-06-16,392666.0,4430902044.0
73,2023-06-17,392666.0,4430902044.0
73,2023-06-18,392666.0,4430902044.0
73,2023-06-19,0.0,0.0
74,2023-06-04,1875166.0,2115965442.0
74,2023-06-05,1875166.0,2115965442.0
74,2023-06-06,1875166.0,2115965442.0
74,2023-06-07,1875166.0,2115965442.0
74,2023-06-08,1875166.0,2115965442.0
74,2023-06-15,1875166.0,2115965442.0
74,2023-06-16,1875166.0,2115965442.0
74,2023-06-17,1875166.0,2115965442.0
74,2023-06-18,1875166.0,2115965442.0
74,2023-06-19,0.0,0.0
74,2023-11-27,1689128.0,1906037372.0
74,2024-02-06,1640035.0,1850640095.0
74,2024-03-30,1614699.0,1822050572.0
74,2024-05-12,1567353.0,1768624636.0
75,2023-06-04,3489938.0,3938098388.0
75,2023-06-05,3489938.0,3938098388.0
75,2023-06-06,3489938.0,3938098388.0
75,2023-06-07,3489938.0,3938098388.0
75,2023-06-08,3489938.0,3938098388.0
75,2023-06-15,3489938.0,3938098388.0
75,2023-06-16,3489938.0,3938098388.0
75,2023-06-17,3489938.0,3938098388.0
75,2023-06-18,3489938.0,3938098388.0
75,2023-06-19,0.0,0.0
75,2023-11-27,3489938.0,3938098388.0
75,2024-02-06,3489938.0,3938098388.0
75,2024-03-30,3489938.0,3938098388.0
75,2024-05-12,3489938.0,3938098388.0
76,2023-06-04,3489938.0,3938098388.0
76,2023-06-05,3489938.0,3938098388.0
76,2023-06-06,3489938.0,3938098388.0
76,2023-06-07,3489938.0,3938098388.0
76,2023-06-08,3489938.0,3938098388.0
76,2023-06-15,3489938.0,3938098388.0
76,2023-06-16,3489938.0,3938098388.0
76,2023-06-17,3489938.0,3938098388.0
76,2023-06-18,3489938.0,3938098388.0
76,2023-06-19,0.0,0.0
76,2023-11-27,3489938.0,3938098388.0
76,2024-02-06,3489938.0,3938098388.0
76,2024-03-30,3489938.0,3938098388.0
76,2024-05-12,3489938.0,3938098388.0
77,2023-06-04,96572.0,1089732934.0
77,2023-06-05,96572.0,1089732934.0
77,2023-06-06,96572.0,1089732934.0
77,2023-06-07,96572.0,1089732934.0
77,2023-06-08,96572.0,1089732934.0
77,2023-06-15,96572.0,1089732934.0
77,2023-06-16,96572.0,1089732934.0
77,2023-06-17,96572.0,1089732934.0
77,2023-06-18,96572.0,1089732934.0
77,2023-06-19,0.0,0.0
