LoanAccountBalanceId;SourceId;BalanceDateId;LoanAccountId;ProductId;AccountCurrencyId;AccountStatusId;NumOfTransactions;NetTransactionAmount;NetTransactionAmountSek;AccruedInterest;AccruedInterestSEK;Balance;BalanceSek;LTV;PrecedingId
1893651;8;20240512;6;293;49;373;0;0;0;201,59;2274,7718;30358,51;342569,9806;0;1788431
9940;8;20230604;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;NULL
92434;8;20230605;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;9940
174827;8;20230606;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;92434
257220;8;20230607;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;174827
339613;8;20230608;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;257220
422006;8;20230615;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;339613
504399;8;20230616;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;422006
586792;8;20230617;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;504399
669185;8;20230618;7;293;49;331;0;0;0;0;0;39415,55;444770,9785;0;586792
751577;8;20230619;7;293;49;331;0;0;0;0;0;0;0;0;669185
1381357;8;20231127;7;293;49;331;0;0;0;0;0;39321,75;443712,5253;0;751577
1563950;8;20240206;7;293;49;331;0;0;0;0;0;39699,26;447972,4047;0;1381357
1788432;8;20240330;7;344;49;331;0;0;0;0;0;39084,56;441036,0377;0;1563950
1893652;8;20240512;7;344;49;331;0;0;0;211,61;2387,83898;38566,6;435191,2994;0;1788432
9941;8;20230604;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;NULL
92435;8;20230605;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;9941
174828;8;20230606;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;92435
257221;8;20230607;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;174828
339614;8;20230608;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;257221
422007;8;20230615;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;339614
504400;8;20230616;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;422007
586793;8;20230617;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;504400
669186;8;20230618;8;293;49;331;0;0;0;0;0;12937,29;145986,321;0;586793
751578;8;20230619;8;293;49;331;0;0;0;0;0;0;0;0;669186
1381358;8;20231127;8;293;49;373;0;0;0;0;0;12537,45;141474,4664;0;751578
1563951;8;20240206;8;293;49;373;0;0;0;0;0;11981,14;135196,9809;0;1381358
1788433;8;20240330;8;293;49;331;0;0;0;0;0;12382,35;139724,2948;0;1563951
1893653;8;20240512;8;293;49;331;0;0;0;85,94;969,75985;12139,84;136987,7755;0;1788433
9942;8;20230604;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;NULL
92436;8;20230605;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;9942
174829;8;20230606;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;92436
257222;8;20230607;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;174829
339615;8;20230608;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;257222
422008;8;20230615;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;339615
504401;8;20230616;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;422008
586794;8;20230617;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;504401
669187;8;20230618;9;293;49;331;0;0;0;0;0;37547,29;423689,2525;0;586794
751579;8;20230619;9;293;49;331;0;0;0;0;0;0;0;0;669187
1381359;8;20231127;9;293;49;331;0;0;0;0;0;37030,02;417852,3002;0;751579
1563952;8;20240206;9;293;49;331;0;0;0;0;0;36109,94;407469,9795;0;1381359
1788434;8;20240330;9;344;49;373;0;0;0;0;0;37143,41;419131,81;0;1563952
1893654;8;20240512;9;344;49;374;0;0;0;173,1;1953,28637;37143,41;419131,81;0;1788434
9943;8;20230604;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;NULL
92437;8;20230605;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;9943
174830;8;20230606;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;92437
257223;8;20230607;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;174830
339616;8;20230608;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;257223
422009;8;20230615;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;339616
504402;8;20230616;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;422009
586795;8;20230617;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;504402
669188;8;20230618;10;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;586795
751580;8;20230619;10;293;49;331;0;0;0;0;0;0;0;0;669188
1381360;8;20231127;10;293;49;331;0;0;0;0;0;20634,33;232840,8749;0;751580
1563953;8;20240206;10;293;49;331;0;0;0;0;0;20772,91;234404,6324;0;1381360
1788435;8;20240330;10;344;49;331;0;0;0;0;0;20767,31;234341,4411;0;1563953
1893655;8;20240512;10;344;49;373;0;0;0;127,85;1442,67858;20767,31;234341,4411;0;1788435
9944;8;20230604;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;NULL
92438;8;20230605;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;9944
174831;8;20230606;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;92438
257224;8;20230607;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;174831
339617;8;20230608;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;257224
422010;8;20230615;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;339617
504403;8;20230616;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;422010
586796;8;20230617;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;504403
669189;8;20230618;11;293;49;331;0;0;0;0;0;20837,31;235131,3316;0;586796
751581;8;20230619;11;293;49;331;0;0;0;0;0;0;0;0;669189
1381361;8;20231127;11;293;49;331;0;0;0;0;0;20634,33;232840,8749;0;751581
1563954;8;20240206;11;293;49;331;0;0;0;0;0;20772,91;234404,6324;0;1381361
1788436;8;20240330;11;344;49;331;0;0;0;0;0;20767,31;234341,4411;0;1563954
1893656;8;20240512;11;344;49;373;0;0;0;127,85;1442,67858;20767,31;234341,4411;0;1788436
9945;8;20230604;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;NULL
92439;8;20230605;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;9945
174832;8;20230606;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;92439
257225;8;20230607;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;174832
339618;8;20230608;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;257225
422011;8;20230615;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;339618
504404;8;20230616;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;422011
586797;8;20230617;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;504404
669190;8;20230618;12;293;49;331;0;0;0;0;0;24311,27;274332,0174;0;586797
751582;8;20230619;12;293;49;331;0;0;0;0;0;0;0;0;669190
1381362;8;20231127;12;293;49;331;0;0;0;0;0;23572,28;265993,1434;0;751582
1563955;8;20240206;12;293;49;331;0;0;0;0;0;24321,03;274442,1507;0;1381362
1788437;8;20240330;12;293;49;373;0;0;0;0;0;24203,38;273114,5704;0;1563955
1893657;8;20240512;12;293;49;373;0;0;0;177,68;2004,96777;23738,47;267868,4563;0;1788437
9946;8;20230604;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;NULL
92440;8;20230605;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;9946
174833;8;20230606;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;92440
257226;8;20230607;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;174833
339619;8;20230608;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;257226
422012;8;20230615;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;339619
504405;8;20230616;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;422012
586798;8;20230617;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;504405
669191;8;20230618;13;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;586798
751583;8;20230619;13;293;49;331;0;0;0;0;0;0;0;0;669191
1381363;8;20231127;13;293;49;331;0;0;0;0;0;41346,55;466560,6722;0;751583
1563956;8;20240206;13;293;49;331;0;0;0;0;0;41783,33;471489,3632;0;1381363
1788438;8;20240330;13;344;49;373;0;0;0;0;0;37195,76;419722,5352;0;1563956
1893658;8;20240512;13;344;49;331;0;0;0;228,29;2576,0586;36068,59;407003,3799;0;1788438
9947;8;20230604;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;NULL
92441;8;20230605;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;9947
174834;8;20230606;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;92441
257227;8;20230607;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;174834
339620;8;20230608;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;257227
422013;8;20230615;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;339620
504406;8;20230616;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;422013
586799;8;20230617;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;504406
669192;8;20230618;14;293;49;331;0;0;0;0;0;40926,07;461815,9128;0;586799
751584;8;20230619;14;293;49;331;0;0;0;0;0;0;0;0;669192
1381364;8;20231127;14;293;49;331;0;0;0;0;0;41346,55;466560,6722;0;751584
1563957;8;20240206;14;293;49;331;0;0;0;0;0;41783,33;471489,3632;0;1381364
1788439;8;20240330;14;344;49;373;0;0;0;0;0;37195,76;419722,5352;0;1563957
1893659;8;20240512;14;344;49;331;0;0;0;228,29;2576,0586;36068,59;407003,3799;0;1788439
9948;8;20230604;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;NULL
92442;8;20230605;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;9948
174835;8;20230606;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;92442
257228;8;20230607;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;174835
339621;8;20230608;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;257228
422014;8;20230615;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;339621
504407;8;20230616;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;422014
586800;8;20230617;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;504407
669193;8;20230618;15;293;49;331;0;0;0;0;0;23048,83;260086,455;0;586800
751585;8;20230619;15;293;49;331;0;0;0;0;0;0;0;0;669193
1381365;8;20231127;15;293;49;331;0;0;0;0;0;22459,78;253439,5265;0;751585
1563958;8;20240206;15;293;49;331;0;0;0;0;0;22658,19;255678,4147;0;1381365
1788440;8;20240330;15;344;49;331;0;0;0;0;0;22047,9;248791,8108;0;1563958
1893660;8;20240512;15;344;49;331;0;0;0;153,02;1726,70063;21589,81;243622,6545;0;1788440
9949;8;20230604;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;NULL
92443;8;20230605;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;9949
174836;8;20230606;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;92443
257229;8;20230607;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;174836
339622;8;20230608;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;257229
422015;8;20230615;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;339622
504408;8;20230616;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;422015
586801;8;20230617;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;504408
669194;8;20230618;18;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;586801
751586;8;20230619;18;293;49;331;0;0;0;0;0;0;0;0;669194
1381366;8;20231127;18;293;49;331;0;0;0;0;0;31393,94;354253,9281;0;751586
1563959;8;20240206;18;293;49;331;0;0;0;0;0;32093,92;362152,6074;0;1381366
1788441;8;20240330;18;344;49;331;0;0;0;0;0;30760,68;347108,1272;0;1563959
1893661;8;20240512;18;344;49;373;0;0;0;158,53;1788,8763;30760,68;347108,1272;0;1788441
9950;8;20230604;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;NULL
92444;8;20230605;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;9950
174837;8;20230606;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;92444
257230;8;20230607;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;174837
339623;8;20230608;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;257230
422016;8;20230615;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;339623
504409;8;20230616;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;422016
586802;8;20230617;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;504409
669195;8;20230618;19;293;49;331;0;0;0;0;0;32475,89;366462,8141;0;586802
751587;8;20230619;19;293;49;331;0;0;0;0;0;0;0;0;669195
1381367;8;20231127;19;293;49;331;0;0;0;0;0;31393,94;354253,9281;0;751587
1563960;8;20240206;19;293;49;331;0;0;0;0;0;32093,92;362152,6074;0;1381367
1788442;8;20240330;19;344;49;331;0;0;0;0;0;30760,68;347108,1272;0;1563960
1893662;8;20240512;19;344;49;373;0;0;0;158,53;1788,8763;30760,68;347108,1272;0;1788442
9951;8;20230604;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;NULL
92445;8;20230605;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;9951
174838;8;20230606;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;92445
257231;8;20230607;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;174838
339624;8;20230608;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;257231
422017;8;20230615;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;339624
504410;8;20230616;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;422017
586803;8;20230617;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;504410
669196;8;20230618;22;293;49;331;0;0;0;0;0;28917,23;326306,3609;0;586803
751588;8;20230619;22;293;49;331;0;0;0;0;0;0;0;0;669196
1381368;8;20231127;22;293;49;331;0;0;0;0;0;24807,63;279933,0181;0;751588
1563961;8;20240206;22;293;49;331;0;0;0;0;0;25332,66;285857,5353;0;1381368
1788443;8;20240330;22;344;49;331;0;0;0;0;0;23780,71;268345,0988;0;1563961
1893663;8;20240512;22;344;49;373;0;0;0;114,84;1295,87179;23780,71;268345,0988;0;1788443
9952;8;20230604;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;NULL
92446;8;20230605;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;9952
174839;8;20230606;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;92446
257232;8;20230607;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;174839
339625;8;20230608;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;257232
422018;8;20230615;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;339625
504411;8;20230616;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;422018
586804;8;20230617;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;504411
669197;8;20230618;23;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;586804
751589;8;20230619;23;293;49;331;0;0;0;0;0;0;0;0;669197
1381369;8;20231127;23;293;49;331;0;0;0;0;0;22855,98;257910,3067;0;751589
1563962;8;20240206;23;293;49;331;0;0;0;0;0;22338,12;252066,6968;0;1381369
1788444;8;20240330;23;293;49;331;0;0;0;0;0;23165,83;261406,7006;0;1563962
1893664;8;20240512;23;293;49;373;0;0;0;187,61;2117,01938;23165,83;261406,7006;0;1788444
9953;8;20230604;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;NULL
92447;8;20230605;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;9953
174840;8;20230606;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;92447
257233;8;20230607;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;174840
339626;8;20230608;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;257233
422019;8;20230615;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;339626
504412;8;20230616;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;422019
586805;8;20230617;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;504412
669198;8;20230618;24;293;49;331;0;0;0;0;0;22671,88;255832,8947;0;586805
751590;8;20230619;24;293;49;331;0;0;0;0;0;0;0;0;669198
1381370;8;20231127;24;293;49;331;0;0;0;0;0;22855,98;257910,3067;0;751590
1563963;8;20240206;24;293;49;331;0;0;0;0;0;22338,12;252066,6968;0;1381370
1788445;8;20240330;24;293;49;331;0;0;0;0;0;23165,83;261406,7006;0;1563963
1893665;8;20240512;24;293;49;373;0;0;0;187,61;2117,01938;23165,83;261406,7006;0;1788445
9954;8;20230604;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;NULL
92448;8;20230605;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;9954
174841;8;20230606;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;92448
257234;8;20230607;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;174841
339627;8;20230608;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;257234
422020;8;20230615;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;339627
504413;8;20230616;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;422020
586806;8;20230617;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;504413
669199;8;20230618;25;293;49;331;0;0;0;0;0;39606,55;446926,2512;0;586806
751591;8;20230619;25;293;49;331;0;0;0;0;0;0;0;0;669199
1381371;8;20231127;25;293;49;331;0;0;0;0;0;37500,37;423159,8001;0;751591
1563964;8;20240206;25;293;49;331;0;0;0;0;0;37784,4;426364,8373;0;1381371
1788446;8;20240330;25;293;49;331;0;0;0;0;0;38322,87;432441,0135;0;1563964
1893666;8;20240512;25;293;49;331;0;0;0;203,79;2299,59693;0;0;0;1788446
9955;8;20230604;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;NULL
92449;8;20230605;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;9955
174842;8;20230606;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;92449
257235;8;20230607;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;174842
339628;8;20230608;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;257235
422021;8;20230615;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;339628
504414;8;20230616;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;422021
586807;8;20230617;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;504414
669200;8;20230618;26;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;586807
751592;8;20230619;26;293;49;331;0;0;0;0;0;0;0;0;669200
1563965;8;20240206;26;293;49;340;0;0;0;0;0;0;0;0;751592
9956;8;20230604;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;NULL
92450;8;20230605;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;9956
174843;8;20230606;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;92450
257236;8;20230607;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;174843
339629;8;20230608;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;257236
422022;8;20230615;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;339629
504415;8;20230616;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;422022
586808;8;20230617;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;504415
669201;8;20230618;27;293;49;331;0;0;0;0;0;29134,65;328759,7608;0;586808
751593;8;20230619;27;293;49;331;0;0;0;0;0;0;0;0;669201
1563966;8;20240206;27;293;49;340;0;0;0;0;0;0;0;0;751593
9957;8;20230604;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;NULL
92451;8;20230605;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;9957
174844;8;20230606;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;92451
257237;8;20230607;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;174844
339630;8;20230608;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;257237
422023;8;20230615;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;339630
504416;8;20230616;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;422023
586809;8;20230617;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;504416
669202;8;20230618;32;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;586809
751594;8;20230619;32;293;49;331;0;0;0;0;0;0;0;0;669202
1381372;8;20231127;32;293;49;331;0;0;0;0;0;40774,94;460110,5392;0;751594
1563967;8;20240206;32;293;49;331;0;0;0;0;0;41710,26;470664,8304;0;1381372
1788447;8;20240330;32;344;49;331;0;0;0;0;0;40499,99;457007,9622;0;1563967
1893667;8;20240512;32;344;49;331;0;0;0;216,39;2441,77722;39959,49;450908,8791;0;1788447
9958;8;20230604;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;NULL
92452;8;20230605;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;9958
174845;8;20230606;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;92452
257238;8;20230607;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;174845
339631;8;20230608;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;257238
422024;8;20230615;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;339631
504417;8;20230616;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;422024
586810;8;20230617;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;504417
669203;8;20230618;33;293;49;331;0;0;0;0;0;41466,53;467914,5445;0;586810
751595;8;20230619;33;293;49;331;0;0;0;0;0;0;0;0;669203
1381373;8;20231127;33;293;49;331;0;0;0;0;0;40774,94;460110,5392;0;751595
1563968;8;20240206;33;293;49;331;0;0;0;0;0;41710,26;470664,8304;0;1381373
1788448;8;20240330;33;344;49;331;0;0;0;0;0;40499,99;457007,9622;0;1563968
1893668;8;20240512;33;344;49;331;0;0;0;216,39;2441,77722;39959,49;450908,8791;0;1788448
9959;8;20230604;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;NULL
92453;8;20230605;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;9959
174846;8;20230606;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;92453
257239;8;20230607;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;174846
339632;8;20230608;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;257239
422025;8;20230615;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;339632
504418;8;20230616;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;422025
586811;8;20230617;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;504418
669204;8;20230618;36;293;49;331;0;0;0;0;0;31019,56;350029,368;0;586811
751596;8;20230619;36;293;49;331;0;0;0;0;0;0;0;0;669204
1381374;8;20231127;36;293;49;373;0;0;0;0;0;31584,3;356401,9789;0;751596
1563969;8;20240206;36;293;49;373;0;0;0;0;0;32661,45;368556,701;0;1381374
1788449;8;20240330;36;293;49;373;0;0;0;0;0;31939,39;360408,8677;0;1563969
1893669;8;20240512;36;293;49;331;0;0;0;255,27;2880,50497;30723;346682,9405;0;1788449
9960;8;20230604;37;293;49;331;0;0;0;0;0;19037,19;214818,5075;0;NULL
