night_id,resident_id,resident_profile,date,period,datetime,hour,alarm_type,triggered_by,alarm_duration_s,silenced_within_30s,response_min,awoke_resident
3,3,restless_1,2026-01-03,Baseline,2026-01-04 05:16:00,5,false_positive,drinking_water,14,1,2.5,1
3,2,night_waker,2026-01-03,Baseline,2026-01-04 00:08:00,0,false_positive,turning_in_bed,22,1,1.2,1
3,2,night_waker,2026-01-03,Baseline,2026-01-04 01:24:00,1,false_positive,turning_in_bed,21,1,2.0,1
3,4,restless_2,2026-01-03,Baseline,2026-01-04 02:54:00,2,false_positive,blanket_adjustment,6,1,3.0,0
4,4,restless_2,2026-01-04,Baseline,2026-01-05 01:04:00,1,actual,actual_bed_exit,347,0,3.5,1
4,3,restless_1,2026-01-04,Baseline,2026-01-05 01:22:00,1,false_positive,turning_in_bed,6,1,4.3,1
4,4,restless_2,2026-01-04,Baseline,2026-01-05 00:31:00,0,false_positive,turning_in_bed,26,1,3.3,0
4,1,still,2026-01-04,Baseline,2026-01-04 22:31:00,22,false_positive,blanket_adjustment,28,1,3.0,0
4,3,restless_1,2026-01-04,Baseline,2026-01-05 02:36:00,2,false_positive,drinking_water,20,1,3.9,1
4,3,restless_1,2026-01-04,Baseline,2026-01-04 23:45:00,23,false_positive,turning_in_bed,5,1,1.3,1
4,4,restless_2,2026-01-04,Baseline,2026-01-04 22:25:00,22,false_positive,turning_in_bed,13,1,1.9,1
4,4,restless_2,2026-01-04,Baseline,2026-01-05 02:55:00,2,false_positive,turning_in_bed,23,1,3.8,0
4,4,restless_2,2026-01-04,Baseline,2026-01-04 23:48:00,23,false_positive,scratching,23,1,1.4,0
4,3,restless_1,2026-01-04,Baseline,2026-01-05 02:11:00,2,false_positive,scratching,15,1,3.6,1
4,3,restless_1,2026-01-04,Baseline,2026-01-04 23:47:00,23,false_positive,scratching,14,1,2.0,0
4,4,restless_2,2026-01-04,Baseline,2026-01-04 22:08:00,22,false_positive,staff_passing,12,1,4.3,1
5,4,restless_2,2026-01-05,Baseline,2026-01-06 03:56:00,3,actual,actual_bed_exit,174,0,7.7,1
5,2,night_waker,2026-01-05,Baseline,2026-01-06 05:34:00,5,actual,actual_bed_exit,546,0,4.8,0
5,3,restless_1,2026-01-05,Baseline,2026-01-05 23:43:00,23,actual,actual_bed_exit,536,0,7.2,1
5,4,restless_2,2026-01-05,Baseline,2026-01-06 00:01:00,0,false_positive,drinking_water,7,1,1.3,1
5,4,restless_2,2026-01-05,Baseline,2026-01-06 00:06:00,0,false_positive,drinking_water,29,1,3.6,0
5,3,restless_1,2026-01-05,Baseline,2026-01-05 22:26:00,22,false_positive,scratching,11,1,2.2,1
5,3,restless_1,2026-01-05,Baseline,2026-01-06 00:19:00,0,false_positive,drinking_water,7,1,1.4,1
5,4,restless_2,2026-01-05,Baseline,2026-01-06 03:59:00,3,false_positive,blanket_adjustment,12,1,4.0,0
5,4,restless_2,2026-01-05,Baseline,2026-01-06 04:46:00,4,false_positive,turning_in_bed,27,1,2.8,1
5,4,restless_2,2026-01-05,Baseline,2026-01-05 22:17:00,22,false_positive,blanket_adjustment,9,1,1.8,0
5,3,restless_1,2026-01-05,Baseline,2026-01-06 05:22:00,5,false_positive,blanket_adjustment,6,1,2.0,1
5,4,restless_2,2026-01-05,Baseline,2026-01-06 04:07:00,4,false_positive,drinking_water,9,1,3.3,0
5,3,restless_1,2026-01-05,Baseline,2026-01-06 00:35:00,0,false_positive,turning_in_bed,29,1,3.4,1
5,4,restless_2,2026-01-05,Baseline,2026-01-06 00:28:00,0,false_positive,scratching,8,1,1.3,1
5,4,restless_2,2026-01-05,Baseline,2026-01-06 01:09:00,1,false_positive,blanket_adjustment,28,1,4.0,0
5,4,restless_2,2026-01-05,Baseline,2026-01-05 22:31:00,22,false_positive,drinking_water,29,1,2.3,1
5,3,restless_1,2026-01-05,Baseline,2026-01-06 01:32:00,1,false_positive,scratching,16,1,2.5,0
5,4,restless_2,2026-01-05,Baseline,2026-01-05 22:30:00,22,false_positive,scratching,23,1,4.2,1
6,2,night_waker,2026-01-06,Baseline,2026-01-07 00:00:00,0,actual,actual_bed_exit,442,0,6.1,1
6,3,restless_1,2026-01-06,Baseline,2026-01-06 23:33:00,23,actual,actual_bed_exit,348,0,7.2,1
6,4,restless_2,2026-01-06,Baseline,2026-01-07 03:29:00,3,actual,actual_bed_exit,540,0,5.0,0
6,4,restless_2,2026-01-06,Baseline,2026-01-06 22:01:00,22,false_positive,scratching,25,1,4.2,1
6,4,restless_2,2026-01-06,Baseline,2026-01-07 05:14:00,5,false_positive,blanket_adjustment,15,1,4.2,0
6,3,restless_1,2026-01-06,Baseline,2026-01-07 01:54:00,1,false_positive,scratching,18,1,3.4,1
6,4,restless_2,2026-01-06,Baseline,2026-01-07 01:19:00,1,false_positive,scratching,16,1,4.4,1
6,3,restless_1,2026-01-06,Baseline,2026-01-07 00:50:00,0,false_positive,blanket_adjustment,18,1,2.6,1
6,2,night_waker,2026-01-06,Baseline,2026-01-07 01:03:00,1,false_positive,blanket_adjustment,13,1,4.1,1
6,2,night_waker,2026-01-06,Baseline,2026-01-07 02:18:00,2,false_positive,turning_in_bed,25,1,2.2,0
6,3,restless_1,2026-01-06,Baseline,2026-01-06 22:11:00,22,false_positive,drinking_water,10,1,2.3,1
6,4,restless_2,2026-01-06,Baseline,2026-01-07 02:56:00,2,false_positive,turning_in_bed,22,1,2.8,0
6,4,restless_2,2026-01-06,Baseline,2026-01-07 00:07:00,0,false_positive,turning_in_bed,23,1,1.6,0
6,4,restless_2,2026-01-06,Baseline,2026-01-07 00:22:00,0,false_positive,drinking_water,18,1,3.5,0
6,4,restless_2,2026-01-06,Baseline,2026-01-06 23:22:00,23,false_positive,turning_in_bed,17,1,2.9,0
6,3,restless_1,2026-01-06,Baseline,2026-01-07 01:24:00,1,false_positive,drinking_water,23,1,1.6,1
7,2,night_waker,2026-01-07,Baseline,2026-01-08 01:09:00,1,actual,actual_bed_exit,498,0,5.5,0
7,4,restless_2,2026-01-07,Baseline,2026-01-08 01:48:00,1,false_positive,blanket_adjustment,19,1,2.3,0
7,3,restless_1,2026-01-07,Baseline,2026-01-08 04:58:00,4,false_positive,blanket_adjustment,29,1,3.1,0
7,3,restless_1,2026-01-07,Baseline,2026-01-07 23:03:00,23,false_positive,turning_in_bed,26,1,1.3,1
7,2,night_waker,2026-01-07,Baseline,2026-01-07 22:30:00,22,false_positive,scratching,15,1,4.4,0
7,4,restless_2,2026-01-07,Baseline,2026-01-08 01:05:00,1,false_positive,staff_passing,29,1,2.7,1
7,3,restless_1,2026-01-07,Baseline,2026-01-08 03:25:00,3,false_positive,blanket_adjustment,11,1,3.7,0
7,3,restless_1,2026-01-07,Baseline,2026-01-08 00:48:00,0,false_positive,drinking_water,18,1,3.5,1
7,4,restless_2,2026-01-07,Baseline,2026-01-07 22:12:00,22,false_positive,drinking_water,18,1,1.2,0
7,4,restless_2,2026-01-07,Baseline,2026-01-07 23:12:00,23,false_positive,turning_in_bed,22,1,1.3,0
7,3,restless_1,2026-01-07,Baseline,2026-01-07 22:37:00,22,false_positive,turning_in_bed,15,1,2.2,1
7,2,night_waker,2026-01-07,Baseline,2026-01-08 03:55:00,3,false_positive,staff_passing,29,1,1.7,0
7,1,still,2026-01-07,Baseline,2026-01-08 04:28:00,4,false_positive,blanket_adjustment,8,1,3.8,0
7,4,restless_2,2026-01-07,Baseline,2026-01-07 23:58:00,23,false_positive,turning_in_bed,20,1,4.2,0
7,3,restless_1,2026-01-07,Baseline,2026-01-08 02:39:00,2,false_positive,blanket_adjustment,14,1,2.6,0
7,3,restless_1,2026-01-07,Baseline,2026-01-08 03:32:00,3,false_positive,drinking_water,14,1,2.9,0
7,3,restless_1,2026-01-07,Baseline,2026-01-08 00:02:00,0,false_positive,drinking_water,20,1,2.2,0
7,3,restless_1,2026-01-07,Baseline,2026-01-08 03:38:00,3,false_positive,blanket_adjustment,19,1,4.5,1
7,2,night_waker,2026-01-07,Baseline,2026-01-08 02:03:00,2,false_positive,scratching,19,1,3.7,1
8,4,restless_2,2026-01-08,Baseline,2026-01-09 01:04:00,1,actual,actual_bed_exit,353,0,5.0,1
8,3,restless_1,2026-01-08,Baseline,2026-01-08 22:35:00,22,actual,actual_bed_exit,380,0,4.3,1
8,3,restless_1,2026-01-08,Baseline,2026-01-08 23:07:00,23,false_positive,scratching,15,1,2.0,1
8,2,night_waker,2026-01-08,Baseline,2026-01-09 04:32:00,4,false_positive,turning_in_bed,5,1,4.1,1
8,4,restless_2,2026-01-08,Baseline,2026-01-09 02:07:00,2,false_positive,blanket_adjustment,21,1,3.7,0
8,2,night_waker,2026-01-08,Baseline,2026-01-08 22:40:00,22,false_positive,turning_in_bed,28,1,2.6,0
8,2,night_waker,2026-01-08,Baseline,2026-01-09 05:56:00,5,false_positive,scratching,13,1,2.1,0
8,4,restless_2,2026-01-08,Baseline,2026-01-09 02:09:00,2,false_positive,drinking_water,25,1,1.0,0
8,4,restless_2,2026-01-08,Baseline,2026-01-09 01:01:00,1,false_positive,drinking_water,16,1,2.7,1
8,4,restless_2,2026-01-08,Baseline,2026-01-09 02:53:00,2,false_positive,turning_in_bed,9,1,2.7,1
8,3,restless_1,2026-01-08,Baseline,2026-01-09 04:21:00,4,false_positive,drinking_water,10,1,1.7,1
8,3,restless_1,2026-01-08,Baseline,2026-01-09 05:21:00,5,false_positive,drinking_water,7,1,4.5,1
8,4,restless_2,2026-01-08,Baseline,2026-01-09 02:58:00,2,false_positive,turning_in_bed,24,1,2.2,1
8,4,restless_2,2026-01-08,Baseline,2026-01-09 02:18:00,2,false_positive,drinking_water,6,1,3.7,1
8,3,restless_1,2026-01-08,Baseline,2026-01-09 01:37:00,1,false_positive,drinking_water,24,1,1.4,0
8,3,restless_1,2026-01-08,Baseline,2026-01-08 22:18:00,22,false_positive,scratching,21,1,2.4,0
8,4,restless_2,2026-01-08,Baseline,2026-01-08 23:00:00,23,false_positive,blanket_adjustment,18,1,1.9,0
8,3,restless_1,2026-01-08,Baseline,2026-01-09 01:36:00,1,false_positive,blanket_adjustment,9,1,3.3,0
8,4,restless_2,2026-01-08,Baseline,2026-01-08 22:55:00,22,false_positive,turning_in_bed,25,1,4.4,1
8,3,restless_1,2026-01-08,Baseline,2026-01-08 23:17:00,23,false_positive,drinking_water,5,1,1.3,0
8,3,restless_1,2026-01-08,Baseline,2026-01-08 22:59:00,22,false_positive,turning_in_bed,22,1,4.2,1
8,3,restless_1,2026-01-08,Baseline,2026-01-09 00:54:00,0,false_positive,scratching,11,1,3.2,1
8,3,restless_1,2026-01-08,Baseline,2026-01-09 01:51:00,1,false_positive,drinking_water,29,1,3.7,0
8,3,restless_1,2026-01-08,Baseline,2026-01-09 02:31:00,2,false_positive,staff_passing,15,1,1.1,0
8,3,restless_1,2026-01-08,Baseline,2026-01-09 01:53:00,1,false_positive,blanket_adjustment,21,1,2.5,0
9,3,restless_1,2026-01-09,Baseline,2026-01-10 01:52:00,1,actual,actual_bed_exit,125,0,3.7,1
9,3,restless_1,2026-01-09,Baseline,2026-01-10 04:11:00,4,actual,actual_bed_exit,423,0,5.5,1
9,2,night_waker,2026-01-09,Baseline,2026-01-10 03:57:00,3,actual,actual_bed_exit,322,0,4.8,1
9,2,night_waker,2026-01-09,Baseline,2026-01-10 00:50:00,0,actual,actual_bed_exit,237,0,4.9,1
9,3,restless_1,2026-01-09,Baseline,2026-01-10 01:38:00,1,actual,actual_bed_exit,412,0,7.7,1
9,2,night_waker,2026-01-09,Baseline,2026-01-10 05:55:00,5,actual,actual_bed_exit,223,0,3.2,1
9,3,restless_1,2026-01-09,Baseline,2026-01-10 02:44:00,2,false_positive,turning_in_bed,8,1,3.2,1
9,3,restless_1,2026-01-09,Baseline,2026-01-10 00:42:00,0,false_positive,drinking_water,19,1,2.6,0
9,4,restless_2,2026-01-09,Baseline,2026-01-09 22:37:00,22,false_positive,turning_in_bed,19,1,2.3,0
9,4,restless_2,2026-01-09,Baseline,2026-01-10 04:54:00,4,false_positive,turning_in_bed,18,1,1.3,1
9,4,restless_2,2026-01-09,Baseline,2026-01-10 03:36:00,3,false_positive,blanket_adjustment,22,1,4.0,0
9,4,restless_2,2026-01-09,Baseline,2026-01-10 01:44:00,1,false_positive,turning_in_bed,21,1,1.2,1
9,3,restless_1,2026-01-09,Baseline,2026-01-10 05:06:00,5,false_positive,blanket_adjustment,5,1,3.4,0
9,4,restless_2,2026-01-09,Baseline,2026-01-10 04:17:00,4,false_positive,staff_passing,23,1,1.2,1
9,4,restless_2,2026-01-09,Baseline,2026-01-10 01:23:00,1,false_positive,blanket_adjustment,10,1,1.4,0
9,4,restless_2,2026-01-09,Baseline,2026-01-10 02:43:00,2,false_positive,turning_in_bed,19,1,3.8,1
10,2,night_waker,2026-01-10,Baseline,2026-01-10 23:28:00,23,actual,actual_bed_exit,488,0,5.0,1
10,4,restless_2,2026-01-10,Baseline,2026-01-11 02:46:00,2,actual,actual_bed_exit,311,0,3.5,1
10,3,restless_1,2026-01-10,Baseline,2026-01-11 02:48:00,2,actual,actual_bed_exit,173,0,4.8,1
10,2,night_waker,2026-01-10,Baseline,2026-01-11 00:24:00,0,actual,actual_bed_exit,253,0,7.6,0
10,2,night_waker,2026-01-10,Baseline,2026-01-10 23:03:00,23,actual,actual_bed_exit,224,0,7.7,1
10,4,restless_2,2026-01-10,Baseline,2026-01-10 22:45:00,22,false_positive,drinking_water,20,1,4.2,1
10,3,restless_1,2026-01-10,Baseline,2026-01-11 03:28:00,3,false_positive,turning_in_bed,21,1,3.1,1
10,3,restless_1,2026-01-10,Baseline,2026-01-11 00:48:00,0,false_positive,turning_in_bed,28,1,3.9,1
10,3,restless_1,2026-01-10,Baseline,2026-01-11 02:19:00,2,false_positive,turning_in_bed,29,1,1.6,0
10,2,night_waker,2026-01-10,Baseline,2026-01-11 03:31:00,3,false_positive,blanket_adjustment,16,1,3.2,1
10,4,restless_2,2026-01-10,Baseline,2026-01-10 22:10:00,22,false_positive,scratching,26,1,1.9,0
10,4,restless_2,2026-01-10,Baseline,2026-01-11 03:08:00,3,false_positive,staff_passing,13,1,4.3,1
10,1,still,2026-01-10,Baseline,2026-01-11 00:58:00,0,false_positive,turning_in_bed,23,1,2.7,0
10,2,night_waker,2026-01-10,Baseline,2026-01-11 00:16:00,0,false_positive,blanket_adjustment,6,1,4.1,1
10,4,restless_2,2026-01-10,Baseline,2026-01-11 04:39:00,4,false_positive,blanket_adjustment,19,1,1.9,1
10,4,restless_2,2026-01-10,Baseline,2026-01-11 03:58:00,3,false_positive,blanket_adjustment,9,1,2.2,0
10,4,restless_2,2026-01-10,Baseline,2026-01-11 04:59:00,4,false_positive,turning_in_bed,8,1,4.1,1
10,2,night_waker,2026-01-10,Baseline,2026-01-10 22:42:00,22,false_positive,scratching,10,1,4.2,0
10,3,restless_1,2026-01-10,Baseline,2026-01-11 01:01:00,1,false_positive,scratching,12,1,3.2,1
10,4,restless_2,2026-01-10,Baseline,2026-01-11 02:23:00,2,false_positive,turning_in_bed,25,1,1.4,0
10,4,restless_2,2026-01-10,Baseline,2026-01-10 22:27:00,22,false_positive,drinking_water,20,1,4.3,0
11,3,restless_1,2026-01-11,Baseline,2026-01-11 23:00:00,23,actual,actual_bed_exit,147,0,3.4,1
11,3,restless_1,2026-01-11,Baseline,2026-01-12 05:11:00,5,actual,actual_bed_exit,479,0,3.7,1
11,3,restless_1,2026-01-11,Baseline,2026-01-11 22:14:00,22,false_positive,turning_in_bed,25,1,1.9,0
11,4,restless_2,2026-01-11,Baseline,2026-01-11 23:34:00,23,false_positive,drinking_water,16,1,1.6,1
11,2,night_waker,2026-01-11,Baseline,2026-01-12 02:13:00,2,false_positive,turning_in_bed,10,1,1.5,1
11,4,restless_2,2026-01-11,Baseline,2026-01-12 04:46:00,4,false_positive,turning_in_bed,15,1,3.2,0
11,3,restless_1,2026-01-11,Baseline,2026-01-12 00:59:00,0,false_positive,staff_passing,23,1,3.6,0
11,3,restless_1,2026-01-11,Baseline,2026-01-12 03:43:00,3,false_positive,blanket_adjustment,16,1,4.4,0
11,4,restless_2,2026-01-11,Baseline,2026-01-12 03:45:00,3,false_positive,scratching,18,1,1.1,1
11,4,restless_2,2026-01-11,Baseline,2026-01-12 00:19:00,0,false_positive,scratching,24,1,2.7,0
11,3,restless_1,2026-01-11,Baseline,2026-01-11 23:37:00,23,false_positive,blanket_adjustment,10,1,1.6,1
11,3,restless_1,2026-01-11,Baseline,2026-01-12 00:12:00,0,false_positive,blanket_adjustment,8,1,2.6,1
11,4,restless_2,2026-01-11,Baseline,2026-01-12 01:10:00,1,false_positive,staff_passing,22,1,4.0,1
11,2,night_waker,2026-01-11,Baseline,2026-01-11 22:16:00,22,false_positive,drinking_water,7,1,3.0,0
11,3,restless_1,2026-01-11,Baseline,2026-01-12 01:39:00,1,false_positive,turning_in_bed,5,1,2.1,1
11,1,still,2026-01-11,Baseline,2026-01-11 22:51:00,22,false_positive,drinking_water,13,1,2.1,1
11,4,restless_2,2026-01-11,Baseline,2026-01-11 23:41:00,23,false_positive,blanket_adjustment,9,1,1.4,1
12,3,restless_1,2026-01-12,Baseline,2026-01-13 02:07:00,2,actual,actual_bed_exit,574,0,6.1,1
12,4,restless_2,2026-01-12,Baseline,2026-01-13 02:15:00,2,false_positive,drinking_water,18,1,3.9,1
12,4,restless_2,2026-01-12,Baseline,2026-01-13 02:10:00,2,false_positive,drinking_water,23,1,3.1,1
12,3,restless_1,2026-01-12,Baseline,2026-01-13 01:45:00,1,false_positive,blanket_adjustment,13,1,1.6,1
12,3,restless_1,2026-01-12,Baseline,2026-01-13 02:17:00,2,false_positive,drinking_water,21,1,2.2,1
12,3,restless_1,2026-01-12,Baseline,2026-01-13 01:28:00,1,false_positive,turning_in_bed,15,1,1.7,1
12,3,restless_1,2026-01-12,Baseline,2026-01-12 23:23:00,23,false_positive,staff_passing,15,1,2.2,0
12,4,restless_2,2026-01-12,Baseline,2026-01-13 05:31:00,5,false_positive,turning_in_bed,19,1,1.1,0
12,4,restless_2,2026-01-12,Baseline,2026-01-13 02:38:00,2,false_positive,blanket_adjustment,11,1,3.1,1
12,4,restless_2,2026-01-12,Baseline,2026-01-12 23:14:00,23,false_positive,blanket_adjustment,10,1,3.7,1
12,3,restless_1,2026-01-12,Baseline,2026-01-13 02:01:00,2,false_positive,blanket_adjustment,9,1,4.0,1
12,3,restless_1,2026-01-12,Baseline,2026-01-13 00:55:00,0,false_positive,scratching,19,1,3.3,0
12,3,restless_1,2026-01-12,Baseline,2026-01-13 02:34:00,2,false_positive,turning_in_bed,21,1,2.1,1
12,3,restless_1,2026-01-12,Baseline,2026-01-12 23:10:00,23,false_positive,staff_passing,27,1,2.5,0
12,2,night_waker,2026-01-12,Baseline,2026-01-13 01:04:00,1,false_positive,blanket_adjustment,11,1,3.2,1
12,1,still,2026-01-12,Baseline,2026-01-12 23:36:00,23,false_positive,turning_in_bed,13,1,2.9,1
12,4,restless_2,2026-01-12,Baseline,2026-01-13 02:05:00,2,false_positive,drinking_water,10,1,1.4,0
12,4,restless_2,2026-01-12,Baseline,2026-01-12 22:28:00,22,false_positive,drinking_water,21,1,1.8,0
12,3,restless_1,2026-01-12,Baseline,2026-01-12 22:11:00,22,false_positive,turning_in_bed,8,1,4.5,1
12,4,restless_2,2026-01-12,Baseline,2026-01-12 22:56:00,22,false_positive,staff_passing,19,1,1.9,1
12,2,night_waker,2026-01-12,Baseline,2026-01-13 00:44:00,0,false_positive,drinking_water,8,1,4.3,1
12,4,restless_2,2026-01-12,Baseline,2026-01-12 23:28:00,23,false_positive,turning_in_bed,16,1,4.0,0
12,4,restless_2,2026-01-12,Baseline,2026-01-13 02:09:00,2,false_positive,scratching,5,1,1.9,1
12,2,night_waker,2026-01-12,Baseline,2026-01-13 03:24:00,3,false_positive,scratching,22,1,3.4,0
12,4,restless_2,2026-01-12,Baseline,2026-01-13 02:25:00,2,false_positive,drinking_water,13,1,1.6,1
12,4,restless_2,2026-01-12,Baseline,2026-01-13 00:12:00,0,false_positive,scratching,24,1,3.0,1
12,3,restless_1,2026-01-12,Baseline,2026-01-13 03:37:00,3,false_positive,drinking_water,15,1,4.2,1
13,3,restless_1,2026-01-13,Baseline,2026-01-14 02:14:00,2,actual,actual_bed_exit,453,0,4.9,1
13,2,night_waker,2026-01-13,Baseline,2026-01-14 00:43:00,0,actual,actual_bed_exit,127,0,5.9,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 02:08:00,2,actual,actual_bed_exit,302,0,7.3,1
13,3,restless_1,2026-01-13,Baseline,2026-01-14 01:11:00,1,false_positive,turning_in_bed,8,1,2.8,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 01:45:00,1,false_positive,drinking_water,22,1,4.3,0
13,4,restless_2,2026-01-13,Baseline,2026-01-13 23:59:00,23,false_positive,turning_in_bed,28,1,3.3,0
13,2,night_waker,2026-01-13,Baseline,2026-01-13 23:13:00,23,false_positive,drinking_water,17,1,1.9,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 00:15:00,0,false_positive,scratching,7,1,3.5,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 05:06:00,5,false_positive,scratching,22,1,1.6,1
13,3,restless_1,2026-01-13,Baseline,2026-01-14 02:41:00,2,false_positive,turning_in_bed,27,1,2.5,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 03:46:00,3,false_positive,drinking_water,28,1,3.1,1
13,3,restless_1,2026-01-13,Baseline,2026-01-14 03:09:00,3,false_positive,turning_in_bed,9,1,2.3,1
13,3,restless_1,2026-01-13,Baseline,2026-01-14 03:03:00,3,false_positive,blanket_adjustment,11,1,3.9,1
13,4,restless_2,2026-01-13,Baseline,2026-01-14 02:32:00,2,false_positive,turning_in_bed,15,1,1.5,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 03:21:00,3,false_positive,drinking_water,5,1,3.2,1
13,3,restless_1,2026-01-13,Baseline,2026-01-14 01:56:00,1,false_positive,turning_in_bed,17,1,4.5,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 02:38:00,2,false_positive,drinking_water,23,1,1.1,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 03:31:00,3,false_positive,blanket_adjustment,11,1,1.3,0
13,3,restless_1,2026-01-13,Baseline,2026-01-14 04:58:00,4,false_positive,turning_in_bed,13,1,3.2,1
